VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
JAULIPOKHARI,244,94,150,1570,772,798,328,183,145,103,61,42,45,27,18,16,10,6,5,3,2,0,0,0,0,0,0,3,3,0,12,5,7
JEDWANG,248,106,142,1374,656,718,305,148,157,127,84,43,63,39,24,22,18,4,7,4,3,0,0,0,0,0,0,49,20,29,1,0,1
JHENAM,319,137,182,1823,965,858,490,256,234,111,60,51,94,57,37,20,13,7,6,5,1,2,2,0,0,0,0,255,114,141,1,1,0
JINABANG,119,65,54,1643,804,839,691,367,324,332,191,141,99,45,54,161,79,82,26,21,5,4,2,2,0,0,0,57,22,35,19,12,7
JUNGAR,127,69,58,1563,833,730,775,373,402,343,173,170,53,24,29,151,74,77,51,41,10,17,12,5,0,0,0,382,174,208,2,2,0
KARETI,211,98,113,800,413,387,211,123,88,41,25,16,24,19,5,13,10,3,2,2,0,0,0,0,0,0,0,10,1,9,3,3,0
KHUMEL,215,93,122,979,498,481,322,155,167,100,60,40,69,41,28,35,24,11,8,6,2,0,0,0,1,0,1,74,14,60,14,3,11
KHUNGRI,4,1,3,1401,652,749,557,269,288,317,154,163,114,63,51,68,35,33,23,18,5,6,5,1,2,1,1,28,11,17,6,2,4
KORCHABANG,188,91,97,940,478,462,370,195,175,126,72,54,121,61,60,41,23,18,7,5,2,1,1,0,2,0,2,132,21,111,5,2,3
KOTGAUN,185,103,82,1273,662,611,383,200,183,111,48,63,114,60,54,66,34,32,19,15,4,4,4,0,3,3,0,113,14,99,3,1,2
KURELI,126,70,56,822,433,389,302,158,144,69,36,33,60,37,23,23,14,9,11,10,1,0,0,0,7,2,5,236,91,145,4,3,1
LIWANG,374,194,180,2766,1411,1355,1316,679,637,531,284,247,858,458,400,443,251,192,192,153,39,63,57,6,3,1,2,290,89,201,60,27,33
MASINA,80,40,40,1634,847,787,533,293,240,269,148,121,47,28,19,25,16,9,12,11,1,0,0,0,0,0,0,7,2,5,9,3,6
MIJHING,149,79,70,2388,1281,1107,894,490,404,448,250,198,219,135,84,134,81,53,49,43,6,8,7,1,0,0,0,2,2,0,3,2,1
NUWAGAUN,334,161,173,1506,819,687,491,262,229,202,105,97,123,68,55,71,50,21,13,13,0,5,4,1,0,0,0,411,149,262,7,2,5
PACHHABANG,47,24,23,1327,638,689,430,185,245,144,76,68,94,59,35,39,23,16,9,7,2,3,2,1,0,0,0,331,135,196,12,5,7
PAKHAPANI,412,213,199,1612,840,772,541,300,241,232,143,89,51,36,15,64,41,23,19,14,5,1,1,0,0,0,0,225,121,104,7,1,6
PANG,298,136,162,1034,649,385,140,95,45,46,39,7,9,9,0,13,9,4,1,1,0,0,0,0,0,0,0,75,36,39,3,3,0
RANGKOT,90,52,38,1258,622,636,361,168,193,84,51,33,57,36,21,39,28,11,12,9,3,2,2,0,0,0,0,313,157,156,24,7,17
RANGSI,303,148,155,1451,725,726,355,196,159,87,48,39,101,55,46,58,36,22,11,7,4,3,3,0,4,1,3,176,77,99,8,3,5
RANK,156,78,78,2086,1049,1037,497,273,224,149,103,46,79,49,30,52,35,17,14,12,2,1,1,0,6,1,5,241,104,137,14,8,6
SAKHI,140,80,60,1046,526,520,302,163,139,109,64,45,99,51,48,25,17,8,4,3,1,5,5,0,1,0,1,162,32,130,4,3,1
SERAM,35,23,12,664,357,307,158,99,59,27,18,9,11,8,3,13,9,4,4,4,0,0,0,0,0,0,0,4,1,3,1,1,0
SIRPA,206,104,102,1898,1125,773,385,244,141,113,72,41,51,35,16,34,26,8,20,17,3,0,0,0,2,2,0,18,12,6,9,4,5
SIURI,74,40,34,479,284,195,84,62,22,13,12,1,12,11,1,5,5,0,1,1,0,0,0,0,0,0,0,76,30,46,3,2,1
TALABANG,106,48,58,1481,748,733,462,241,221,137,89,48,97,70,27,53,34,19,10,7,3,0,0,0,2,1,1,199,80,119,4,2,2
TEWANG,71,32,39,895,494,401,164,108,56,75,53,22,16,10,6,6,3,3,4,4,0,0,0,0,1,1,0,5,4,1,0,0,0
THABANG,268,156,112,1203,665,538,371,213,158,196,122,74,84,44,40,36,28,8,10,7,3,4,4,0,0,0,0,86,45,41,6,6,0
UWA,117,63,54,928,478,450,356,196,160,122,78,44,72,52,20,15,11,4,4,4,0,1,1,0,2,2,0,296,176,120,3,1,2
BADACHAUR,174,79,95,1657,912,745,458,270,188,151,91,60,108,75,33,49,33,16,16,13,3,5,5,0,1,1,0,111,42,69,0,0,0
HWAMA,276,119,157,1105,580,525,320,168,152,89,50,39,26,13,13,28,21,7,2,1,1,1,1,0,0,0,0,207,72,135,12,7,5
WOT,123,73,50,1387,711,676,334,187,147,96,62,34,69,39,30,28,22,6,6,6,0,0,0,0,0,0,0,351,138,213,1,0,1
INSTITUTIONAL,33,26,7,745,543,202,908,766,142,593,521,72,801,719,82,127,125,2,27,27,0,2,1,1,1,0,1,33,28,5,1,1,0
