VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
KACHORWA,1614,10958,5732,5226,6.789343246592317,109.68235744355148
KAKADI,700,3991,1961,2030,5.701428571428571,96.60098522167488
KALAIYA MUNICIPALITY,6847,42826,22383,20443,6.254710092011099,109.4898009098469
KARAIYA,843,5313,2716,2597,6.302491103202847,104.5822102425876
KHOPAWA,764,5056,2569,2487,6.617801047120419,103.297145154805
KHUTWAJABDI,717,4737,2398,2339,6.606694560669456,102.52244548952545
KOLHABI,1272,6567,3171,3396,5.162735849056604,93.37455830388693
KUDAWA,578,4163,2093,2070,7.20242214532872,101.11111111111111
LAXMIPUR KOTWALI,798,5975,3057,2918,7.487468671679198,104.76353666895133
LIPANIMAL,1115,7881,4144,3737,7.068161434977578,110.8910891089109
MADHURIJABDI,478,3258,1652,1606,6.815899581589958,102.86425902864258
MAHENDRA ADARSHA,779,5153,2626,2527,6.614890885750963,103.91768895924021
MAHESHPUR,1371,8966,4611,4355,6.539752005835157,105.87830080367394
MAJHARIYA,657,4676,2362,2314,7.117199391171994,102.07433016421781
MANAHARWA,1830,10368,5162,5206,5.665573770491803,99.15482135996928
MATIARWA,901,6347,3272,3075,7.0443951165371805,106.40650406504064
MOTISAR,758,5199,2679,2520,6.858839050131926,106.30952380952381
NARAHI,735,4790,2442,2348,6.517006802721088,104.00340715502556
NIJGADH,3982,19614,9525,10089,4.925665494726268,94.4097531965507
PAKADIYA CHIKANI,672,5013,2634,2379,7.459821428571429,110.71878940731399
PAPARPATI JABDI,441,3090,1537,1553,7.006802721088436,98.96973599484869
PATERWA,617,3999,2062,1937,6.481361426256078,106.45327826535879
PATHARHATI,633,4621,2433,2188,7.300157977883097,111.19744058500913
PATHERA,773,5006,2548,2458,6.476067270375162,103.66151342554923
PHETA,1006,6952,3511,3441,6.9105367793240555,102.034292356873
PIPARA SIMARA,5253,23835,11906,11929,4.537407195888064,99.80719255595606
PIPARABIRTA,557,4081,2146,1935,7.326750448833034,110.90439276485789
PIPARPATI PARCHROUWA,741,5033,2541,2492,6.792172739541161,101.96629213483146
PIPRA BASANTAPUR,690,4365,2247,2118,6.326086956521739,106.09065155807365
PIPRADHI GOTH,698,5207,2677,2530,7.459885386819484,105.8102766798419
PRASAUNI,1232,8414,4444,3970,6.829545454545454,111.93954659949623
PRASAUNA,718,4092,2023,2069,5.6991643454039,97.77670372160465
PRASTOKA,1384,10205,5095,5110,7.3735549132947975,99.706457925636
PRASURAMPUR,953,6953,3581,3372,7.295907660020986,106.19810201660735
PURAINIYA,854,6626,3378,3248,7.758782201405152,104.00246305418719
RAGHUNATHPUR,721,5161,2622,2539,7.158113730929265,103.26900354470263
RAMPUR TOKANI,1044,7193,3812,3381,6.889846743295019,112.74770777876368
RAMPURWA,828,5223,2580,2643,6.307971014492754,97.61634506242906
RATANPURI,2083,10418,4985,5433,5.00144023043687,91.7540953432726
RAUWAHI,521,3418,1815,1603,6.56046065259117,113.22520274485339
SAPAHI,1838,9115,4308,4807,4.959194776931447,89.61930517994591
SHREENAGAR BAIRIYA,678,4732,2403,2329,6.979351032448378,103.17732932589094
SIHORWA,698,4621,2346,2275,6.6203438395415475,103.12087912087912
SINHASANI,852,5463,2756,2707,6.411971830985915,101.81012190616919
SISAHANIYA,480,3395,1784,1611,7.072916666666667,110.73867163252638
TEDHAKATTI,696,4757,2464,2293,6.834770114942529,107.45747928477975
TELKUWA,812,5518,2853,2665,6.795566502463054,107.05440900562853
TETARIYA,532,3403,1710,1693,6.396616541353383,101.00413467217957
UCHIDIHA,708,4954,2535,2419,6.997175141242938,104.79536998759818
UMARJAN,972,5669,2864,2805,5.832304526748971,102.10338680926915
