VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
DAHACHAUR,71,36,35,718,351,367,483,236,247,265,127,138,133,66,67,67,48,19,27,17,10,2,2,0,0,0,0,59,19,40,8,4,4
DANDAKHALI,130,61,69,606,300,306,391,178,213,191,109,82,149,80,69,31,24,7,15,15,0,0,0,0,0,0,0,118,43,75,6,5,1
DASARATHPUR,182,103,79,1541,735,806,855,409,446,358,178,180,260,134,126,102,56,46,24,19,5,10,10,0,0,0,0,448,142,306,35,12,23
DHARAPANI,48,25,23,919,479,440,440,220,220,176,104,72,81,56,25,34,24,10,7,6,1,0,0,0,0,0,0,2,1,1,0,0,0
GADI BAYALKADA,15,6,9,870,455,415,538,303,235,250,134,116,75,55,20,43,26,17,9,8,1,5,5,0,0,0,0,73,35,38,50,27,23
GARPAN,45,22,23,611,306,305,345,193,152,201,108,93,66,35,31,26,19,7,14,12,2,1,1,0,1,0,1,29,10,19,0,0,0
GHAT GAUN,139,70,69,1593,831,762,542,292,250,177,109,68,89,53,36,37,30,7,15,15,0,1,0,1,2,0,2,137,40,97,5,2,3
GHORETA,40,18,22,916,462,454,348,176,172,142,81,61,166,95,71,51,36,15,11,9,2,0,0,0,1,0,1,34,17,17,32,16,16
GHUMKHAHARE,125,66,59,1230,588,642,745,337,408,297,161,136,202,109,93,47,24,23,20,16,4,9,5,4,0,0,0,183,63,120,8,4,4
GUMI,227,116,111,2125,1048,1077,1227,565,662,514,264,250,311,158,153,167,93,74,31,22,9,12,10,2,1,1,0,234,88,146,7,3,4
GUTHU,116,65,51,2118,1143,975,1100,619,481,476,299,177,271,158,113,114,72,42,35,28,7,15,14,1,3,3,0,582,251,331,17,11,6
HARIHARPUR,38,19,19,1636,863,773,593,328,265,261,146,115,76,45,31,30,18,12,9,6,3,2,2,0,1,1,0,23,8,15,8,4,4
JARBUTA,99,39,60,2407,1272,1135,1432,780,652,689,346,343,568,320,248,308,165,143,86,58,28,37,28,9,12,6,6,482,209,273,5,2,3
KAFALKOT,105,50,55,967,523,444,511,287,224,184,97,87,197,112,85,35,25,10,8,8,0,3,3,0,2,2,0,205,90,115,1,0,1
KALYAN,130,70,60,2082,1049,1033,1132,575,557,435,235,200,183,106,77,79,40,39,19,15,4,3,2,1,6,4,2,219,84,135,8,5,3
KAPRICHAUR,89,47,42,805,435,370,362,188,174,180,108,72,109,71,38,24,15,9,10,10,0,0,0,0,1,1,0,69,42,27,5,2,3
KHANIKHOLLA,61,46,15,976,496,480,460,220,240,224,131,93,223,126,97,26,21,5,11,11,0,1,1,0,2,0,2,217,82,135,1,0,1
KUNATHARI,247,135,112,2430,1323,1107,1174,652,522,364,213,151,287,168,119,87,56,31,27,18,9,3,2,1,12,6,6,241,85,156,6,2,4
LAGAAM,51,29,22,1337,758,579,422,278,144,149,99,50,116,81,35,39,27,12,7,7,0,2,2,0,3,1,2,165,68,97,2,0,2
LATIKOILI,447,232,215,5260,2888,2372,3142,1579,1563,1838,952,886,1406,762,644,863,489,374,318,207,111,95,83,12,22,9,13,894,330,564,98,40,58
LEKHFARSA,228,118,110,1825,917,908,952,442,510,336,183,153,281,166,115,110,58,52,35,29,6,7,7,0,2,2,0,327,122,205,1,0,1
LEKHGAUN,56,33,23,1540,793,747,783,422,361,322,174,148,152,93,59,41,30,11,8,6,2,3,3,0,8,7,1,286,99,187,17,11,6
LEKHPARAJUL,243,137,106,2961,1644,1317,1256,708,548,472,277,195,198,130,68,69,44,25,12,11,1,1,1,0,5,3,2,118,55,63,14,6,8
MAINTADA,316,163,153,3497,1671,1826,1640,717,923,570,293,277,302,167,135,153,93,60,37,32,5,5,4,1,9,5,4,351,122,229,28,9,19
MALARANI,99,49,50,1664,887,777,830,439,391,337,189,148,232,134,98,94,59,35,43,31,12,4,4,0,0,0,0,365,118,247,1,0,1
MATELA,103,62,41,1556,855,701,676,377,299,256,146,110,196,130,66,55,45,10,24,19,5,2,2,0,7,3,4,93,35,58,23,12,11
MEHELKUNA,154,83,71,2989,1429,1560,1541,684,857,645,325,320,227,119,108,189,109,80,55,42,13,17,13,4,13,8,5,349,108,241,32,17,15
NETA,122,66,56,1193,668,525,596,316,280,201,120,81,110,67,43,57,38,19,16,14,2,1,1,0,0,0,0,207,75,132,9,4,5
PAMKA,29,17,12,720,411,309,285,166,119,134,79,55,59,32,27,29,21,8,15,15,0,2,2,0,1,1,0,4,1,3,1,0,1
POKHARIKANDA,83,35,48,1329,752,577,601,336,265,198,121,77,102,65,37,27,21,6,4,3,1,0,0,0,5,2,3,130,65,65,3,3,0
RAJENA,86,47,39,1042,622,420,449,258,191,205,125,80,87,51,36,43,26,17,9,8,1,2,0,2,2,2,0,102,22,80,4,1,3
RAKAM,121,66,55,961,477,484,429,217,212,234,143,91,190,100,90,67,42,25,12,9,3,2,2,0,2,1,1,76,30,46,11,2,9
RAMGHAT,205,111,94,2204,1107,1097,1098,519,579,415,192,223,275,134,141,151,84,67,45,33,12,2,2,0,2,1,1,148,63,85,26,12,14
RANIBAS,263,125,138,939,471,468,416,226,190,187,97,90,126,77,49,41,31,10,8,8,0,0,0,0,1,0,1,198,83,115,1,0,1
RATU,56,31,25,435,249,186,270,145,125,147,90,57,82,45,37,27,18,9,6,4,2,1,1,0,1,1,0,186,79,107,3,2,1
SAHARE,322,168,154,3507,1791,1716,1735,867,868,673,366,307,474,264,210,209,124,85,36,28,8,2,2,0,0,0,0,182,81,101,59,25,34
SALKOT,212,95,117,2870,1504,1366,899,476,423,360,187,173,277,182,95,126,63,63,36,26,10,10,7,3,1,1,0,536,242,294,43,12,31
SATAKHANI,280,147,133,2907,1465,1442,1581,831,750,610,338,272,260,169,91,107,69,38,26,22,4,3,2,1,5,3,2,406,209,197,6,3,3
TARANGA,91,43,48,1677,935,742,609,336,273,251,153,98,88,65,23,38,28,10,14,13,1,4,4,0,5,3,2,172,105,67,24,11,13
TATOPANI,199,112,87,1626,849,777,675,376,299,209,128,81,106,72,34,52,38,14,22,19,3,7,6,1,2,1,1,153,58,95,6,3,3
UTTARGANGA,677,358,319,4196,2221,1975,2759,1377,1382,1659,889,770,1234,684,550,721,434,287,270,186,84,63,47,16,15,8,7,421,139,282,34,12,22
INSTITUTIONAL,55,35,20,1267,1058,209,2317,2170,147,1321,1247,74,1622,1527,95,420,376,44,128,111,17,22,17,5,4,3,1,86,46,40,0,0,0
