VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
BORIYA,906,4849,2475,2374,5.352097130242826,104.25442291491154
BRAHMAPUR,886,4673,2209,2464,5.274266365688487,89.65097402597402
CHHINNAMASTA,1916,10136,5118,5018,5.290187891440501,101.99282582702271
DADHA,1049,6290,3043,3247,5.996186844613918,93.717277486911
DAULATPUR,999,4775,2262,2513,4.77977977977978,90.01193792280144
DEURI,936,4738,2378,2360,5.061965811965812,100.76271186440677
DEURIMARUWA,542,3331,1676,1655,6.145756457564576,101.26888217522658
DHANAGADI,954,5201,2543,2658,5.451781970649895,95.673438675696
DHARAMPUR,1132,5545,2630,2915,4.898409893992933,90.2229845626072
DHODHANPUR,1077,5864,2898,2966,5.444753946146704,97.70734996628457
DIDHAWA,771,4249,2150,2099,5.511024643320363,102.42972844211529
DIMAN,810,4283,2167,2116,5.287654320987654,102.4102079395085
FAKIRA,874,5477,2692,2785,6.266590389016018,96.66068222621185
FARSETH,638,3515,1780,1735,5.509404388714733,102.59365994236312
FATEPUR,2524,11303,5268,6035,4.478209191759112,87.29080364540182
FULKAHI,879,5074,2575,2499,5.7724687144482365,103.04121648659464
GAMHARIYA PARWAHA,1070,6145,3036,3109,5.742990654205608,97.65197812801544
GOBAR GADA,289,1791,948,843,6.197231833910035,112.45551601423487
GOITHI,724,3751,1767,1984,5.180939226519337,89.0625
HANUMANNAGAR,957,6275,3185,3090,6.556948798328109,103.07443365695792
HARDIYA,1139,5286,2467,2819,4.640913081650571,87.51330258957077
HARIHARPUR,934,4632,2254,2378,4.9593147751606,94.78553406223718
HARIPUR,979,5406,2589,2817,5.521961184882533,91.9062832800852
INARWA,647,3918,1942,1976,6.05564142194745,98.27935222672065
INARWA FULBARIYA,1027,5403,2455,2948,5.26095423563778,83.27679782903662
ITAHARI BISHNUPUR,1269,6335,3212,3123,4.992119779353822,102.84982388728787
JAGATPUR,880,4649,2170,2479,5.282954545454546,87.53529649052038
JAMUNIMADHEPURA,1342,7766,3814,3952,5.786885245901639,96.5080971659919
JANDAUL,870,4360,2001,2359,5.011494252873563,84.82407799915218
JHUTAKI,669,4033,2039,1994,6.028400597907324,102.2567703109328
JOGINIYA-1,738,4442,2223,2219,6.018970189701897,100.18026137899956
JOGINIYA-2,853,4489,2059,2430,5.262602579132474,84.73251028806584
KABILASH,742,3936,1864,2072,5.304582210242588,89.96138996138995
KACHAN,793,4199,2006,2193,5.295081967213115,91.47286821705426
KALYANPUR,1705,8724,4144,4580,5.116715542521995,90.48034934497817
KAMALPUR,1038,5334,2635,2699,5.138728323699422,97.62875138940348
KANCHANPUR,1452,7435,3804,3631,5.120523415977962,104.76452767832554
KATAIYA,965,4987,2369,2618,5.167875647668394,90.48892284186401
KHADGAPUR,900,4697,2394,2303,5.2188888888888885,103.95136778115501
KHOJPUR,978,5063,2409,2654,5.176891615541923,90.76865109269028
KHOKSARPARBAHA,897,4576,2254,2322,5.101449275362318,97.07149009474591
KO. MADHEPURA,886,4608,2366,2242,5.200902934537246,105.5307760927743
KOCHABAKHARI,1334,6241,3172,3069,4.678410794602699,103.35614206581948
KOILADI,874,4723,2424,2299,5.4038901601830664,105.43714658547194
KUSHAHA,1253,6695,3118,3577,5.34317637669593,87.16801789208834
LALAPATI,996,5509,2759,2750,5.531124497991968,100.32727272727273
LAUNIYA,707,3519,1797,1722,4.9773691654879775,104.35540069686411
LOHAJARA,1071,5570,2706,2864,5.200746965452848,94.48324022346368
MADHAWAPUR,1252,5730,2796,2934,4.57667731629393,95.29652351738241
MADHUPATI,892,4786,2302,2484,5.365470852017937,92.6731078904992
MAHADEVA,1066,5807,2994,2813,5.447467166979362,106.43441166014931
MAINAKADERI,554,3206,1593,1613,5.787003610108303,98.76007439553626
MAINASAHASRABAHU,779,4047,1842,2205,5.195121951219512,83.53741496598639
MALEKPUR,1258,6601,3138,3463,5.247217806041335,90.6150736355761
MALETH,1142,6696,3281,3415,5.863397548161121,96.07613469985358
MALHANAMA,782,4356,2098,2258,5.570332480818414,92.91408325952169
MALHANIYA,1558,7820,3770,4050,5.019255455712452,93.08641975308643
MANRAJA,902,4447,2199,2248,4.930155210643015,97.8202846975089
MAUWAHA,884,5079,2605,2474,5.745475113122172,105.29506871463217
MOHANPUR,1138,5673,2742,2931,4.98506151142355,93.55168884339817
NARDHO,1311,7235,3612,3623,5.518688024408848,99.69638421197902
NEGADA,889,4350,1970,2380,4.893138357705287,82.77310924369748
ODRAHA,977,4494,2115,2379,4.599795291709314,88.9029003783102
PAKARI,1132,6412,3157,3255,5.6643109540636045,96.98924731182795
PANSERA,953,4892,2200,2692,5.133263378803777,81.72362555720653
PATERWA,758,3889,1769,2120,5.130606860158311,83.44339622641509
PATO,1078,5394,2665,2729,5.003710575139147,97.65481861487724
PATTHARGADA,975,5198,2477,2721,5.331282051282051,91.0327085630283
PIPRA PURBA,819,4399,2213,2186,5.371184371184371,101.23513266239708
PIPRA PASCHIM,872,4211,1968,2243,4.829128440366972,87.73963441818992
PORTAHA,986,5179,2590,2589,5.252535496957404,100.0386249517188
PRASABANI,1226,6212,2960,3252,5.066884176182708,91.02091020910208
RAJBIRAJ MUNICIPALITY,7743,37738,19684,18054,4.873821516208188,109.02847014512021
RAMNAGAR,470,2539,1169,1370,5.402127659574468,85.32846715328468
RAMPURAMALHANIYA,1185,6786,3449,3337,5.726582278481013,103.35630806113276
RAMPURJAMUWA,755,4056,1849,2207,5.372185430463576,83.77888536474852
RAUTAHAT,660,3612,1842,1770,5.472727272727273,104.0677966101695
RAYAPUR,1896,10214,5086,5128,5.387130801687764,99.18096723868955
RUPNAGAR,1063,5162,2437,2725,4.856067732831609,89.43119266055047
SAMBHUNATH,1278,6632,3150,3482,5.189358372456964,90.46524985640436
SANKARPURA,785,4379,2244,2135,5.578343949044586,105.10538641686182
SARASWOR,944,5662,2832,2830,5.997881355932203,100.07067137809187
SIMRAHA SIGIYOUN,1082,5213,2578,2635,4.817929759704251,97.83681214421253
SISWA BEIHI,1141,6286,3070,3216,5.50920245398773,95.46019900497512
SITAPUR,843,4122,1887,2235,4.889679715302491,84.42953020134229
TARAHI,844,4704,2360,2344,5.57345971563981,100.6825938566553
TERAHAUTA,1055,5230,2525,2705,4.957345971563981,93.3456561922366
THELIYA,1202,6314,2996,3318,5.252911813643927,90.29535864978902
TIKULIYA,656,3221,1480,1741,4.910060975609756,85.00861573808156
TILATHI,645,3624,1826,1798,5.618604651162791,101.55728587319244
TRIKAULA,919,5200,2680,2520,5.658324265505985,106.34920634920636
