VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
KHOPACHAGU,1953,934,1019,1010,573,437,55,28,27,887,333,554,1,0,1,51.715309779825915,61.34903640256959,42.88518155053975
LADUK,3369,1582,1787,2101,1170,931,102,50,52,1162,362,800,4,0,4,62.36271890768774,73.95701643489254,52.09848908785675
LAKURIDANDA,3400,1573,1827,2052,1106,946,109,51,58,1239,416,823,0,0,0,60.35294117647059,70.31150667514304,51.77887246852764
LAMABAGAR,1921,942,979,1066,614,452,51,26,25,804,302,502,0,0,0,55.49193128578865,65.18046709129511,46.16956077630235
LAMIDANDA,3858,1876,1982,2469,1373,1096,89,45,44,1298,458,840,2,0,2,63.99688958009331,73.18763326226014,55.29767911200807
LAPILANG,4441,2154,2287,2736,1535,1201,144,72,72,1560,547,1013,1,0,1,61.60774600315244,71.2627669452182,52.5142107564495
MAGAPAUWA,2720,1226,1494,1573,837,736,49,25,24,1097,364,733,1,0,1,57.83088235294118,68.27079934747145,49.26372155287818
MALI,2500,1102,1398,1426,732,694,48,25,23,1026,345,681,0,0,0,57.04,66.42468239564428,49.64234620886982
MALU,2313,1088,1225,1585,865,720,53,24,29,675,199,476,0,0,0,68.52572416774751,79.50367647058823,58.77551020408164
MARBU,1275,626,649,569,320,249,73,45,28,633,261,372,0,0,0,44.627450980392155,51.118210862619804,38.366718027734976
MELUNG,3253,1450,1803,2119,1115,1004,125,56,69,1007,279,728,2,0,2,65.1398708884107,76.89655172413794,55.68496949528563
MIRGE,3197,1423,1774,1981,1019,962,146,69,77,1070,335,735,0,0,0,61.96434157022208,71.60927617709065,54.227733934611045
NAMDU,4585,2082,2503,2847,1519,1328,193,95,98,1544,468,1076,1,0,1,62.0937840785169,72.95869356388089,53.05633240111865
ORANG,1976,984,992,1197,693,504,8,2,6,771,289,482,0,0,0,60.57692307692307,70.42682926829268,50.806451612903224
PAWATI,4209,1859,2350,2572,1304,1268,256,126,130,1378,428,950,3,1,2,61.10715134236161,70.1452393760086,53.95744680851063
SAHARE,3060,1387,1673,2030,1074,956,82,32,50,948,281,667,0,0,0,66.33986928104575,77.43330930064887,57.14285714285714
SAILUNGESWOR,3704,1638,2066,2331,1194,1137,65,32,33,1306,412,894,2,0,2,62.93196544276458,72.89377289377289,55.03388189738625
SUNKHANI,4308,1942,2366,2791,1474,1317,134,55,79,1306,386,920,77,27,50,64.78644382544104,75.90113285272915,55.663567202028744
SUNDRAWATI,2558,1213,1345,1743,934,809,56,20,36,751,257,494,8,2,6,68.1391712275215,76.99917559769167,60.14869888475837
SURI,2775,1317,1458,1782,1013,769,59,25,34,934,279,655,0,0,0,64.21621621621621,76.91723614274866,52.74348422496571
SUSPA KSHYAMAWATI,3113,1422,1691,2043,1072,971,107,40,67,961,309,652,2,1,1,65.62801156440733,75.38677918424754,57.42164399763453
SYAMA,1703,759,944,1063,546,517,38,15,23,601,198,403,1,0,1,62.4192601291838,71.93675889328063,54.766949152542374
THULOPATAL,3228,1461,1767,1789,975,814,80,36,44,1359,450,909,0,0,0,55.42131350681536,66.73511293634496,46.066779852857955
INSTITUTIONAL,1453,1247,206,1362,1192,170,47,28,19,44,27,17,0,0,0,93.73709566414315,95.58941459502806,82.52427184466019
