VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
PIPARIYA(DOSTIYA),62,666,184,138,1,3,1,0,232,3,64,619,1,0,3
PIPARIYA(PAROHA),134,990,355,190,1,8,0,7,587,14,97,913,73,0,53
PIPRA BHAGWANPUR,341,530,239,148,1,5,0,1,335,2,57,454,4,0,9
PIPRA RAJBARA,116,816,255,62,8,6,0,4,501,5,48,713,1,0,123
POTHIYAHI,168,763,336,356,51,8,1,15,521,23,84,659,4,2,58
PRATAPPUR PALTUWA,271,1036,270,169,34,3,0,4,443,10,75,941,1,0,43
PREMPUR GUNAHI,152,878,479,199,11,6,0,9,507,5,74,813,9,0,32
RAGHUNATHPUR,214,695,329,308,2,5,0,5,302,3,61,612,5,1,6
RAJDEVI,115,639,362,72,5,4,1,1,506,7,40,459,2,1,0
RAJPUR FARHADAWA,884,1528,608,223,36,17,4,22,861,28,210,1129,18,9,177
RAJPUR TULSI,324,528,310,88,8,3,1,6,334,11,52,372,2,1,25
RAMOLI BAIRIYA,124,779,493,235,8,5,0,15,313,10,52,678,0,1,15
RAMPUR KHAP,184,580,164,82,2,2,0,0,35,2,47,538,0,0,12
RANGAPUR,195,1734,937,602,138,29,2,19,1195,17,110,1494,16,7,16
SAKHUAWA,147,588,213,109,3,2,1,2,401,2,50,428,0,0,24
SAKHUWA DHAMAURA,403,1340,408,423,9,15,5,10,802,26,108,1098,38,2,114
SAMANPUR,421,847,454,227,41,10,0,11,551,6,84,642,67,3,22
SANGRAMPUR,115,778,473,145,14,10,0,0,526,0,82,675,8,1,22
SANTAPUR(DOSTIYA),115,943,576,46,1,0,0,2,419,6,52,872,34,0,31
SANTPUR(MATIAUN),48,2380,1437,1534,108,48,13,128,1150,17,211,1929,7,15,258
SARMUJAWA,112,1226,320,170,34,24,1,18,670,57,127,1129,10,4,101
SARUATHA,191,1056,400,334,9,10,1,6,749,5,83,908,4,4,40
SAUNARANIYA,80,739,439,139,5,0,0,7,359,3,62,656,2,0,19
SHITALPUR BAIRGANIA,83,919,518,34,0,1,0,3,495,2,67,745,11,0,64
SIMARA BHAWANIPUR,177,1196,580,505,29,6,0,3,785,32,108,948,7,3,118
TEJAPAKAR,165,645,219,73,1,3,1,2,405,7,54,585,6,0,60
TENGRAHA,161,700,249,15,2,0,0,5,194,4,53,663,13,0,16
