VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
MATHIYA,17,10,7,1138,630,508,449,285,164,219,152,67,101,73,28,88,67,21,59,49,10,7,7,0,46,15,31,28,14,14,42,24,18
MATSARI,9,7,2,805,434,371,385,219,166,441,293,148,150,84,66,266,168,98,257,192,65,39,32,7,2,0,2,100,35,65,4,0,4
MITHUAWA,173,93,80,662,399,263,249,164,85,117,81,36,144,106,38,84,62,22,15,12,3,16,11,5,2,1,1,4,3,1,27,19,8
MUDWALAWA,20,12,8,840,479,361,389,242,147,204,149,55,186,135,51,187,127,60,69,55,14,31,28,3,2,1,1,12,4,8,10,6,4
NARKATIYA GUTHI,125,61,64,1187,684,503,403,264,139,257,196,61,175,131,44,110,72,38,27,25,2,10,10,0,5,1,4,122,101,21,33,24,9
PACHARUKHI,3,3,0,1117,680,437,438,281,157,185,143,42,279,207,72,100,70,30,65,51,14,18,16,2,1,0,1,9,7,2,7,4,3
PATAURA,37,19,18,1234,785,449,495,374,121,130,96,34,198,153,45,116,88,28,40,34,6,5,5,0,2,1,1,16,10,6,31,15,16
PATHARA BUDHARAM,52,35,17,1317,824,493,497,345,152,148,119,29,260,196,64,73,50,23,34,29,5,2,2,0,2,2,0,5,2,3,6,3,3
PAURAI,123,74,49,2389,1298,1091,1093,567,526,812,463,349,364,209,155,271,135,136,80,53,27,10,6,4,5,2,3,430,245,185,60,37,23
PIPARA POKHARIYA,18,10,8,1062,648,414,312,229,83,135,100,35,141,113,28,71,48,23,19,13,6,3,3,0,2,1,1,30,27,3,5,4,1
PIPARIYA(DOSTIYA),58,25,33,859,484,375,384,231,153,143,93,50,249,199,50,131,90,41,36,28,8,7,7,0,2,1,1,81,61,20,3,1,2
PIPARIYA(PAROHA),108,57,51,1553,948,605,461,336,125,141,119,22,224,181,43,100,81,19,21,19,2,7,7,0,5,3,2,1,0,1,16,13,3
PIPRA BHAGWANPUR,61,32,29,998,598,400,236,165,71,124,90,34,100,78,22,77,58,19,36,29,7,3,3,0,1,1,0,8,6,2,7,4,3
PIPRA RAJBARA,8,6,2,1030,662,368,442,312,130,274,206,68,110,89,21,99,78,21,41,36,5,4,4,0,0,0,0,1,1,0,17,8,9
POTHIYAHI,12,9,3,1426,792,634,534,354,180,254,186,68,244,186,58,182,124,58,62,53,9,9,6,3,5,3,2,2,0,2,31,11,20
PRATAPPUR PALTUWA,9,6,3,1846,1038,808,606,406,200,239,170,69,232,167,65,137,103,34,21,16,5,6,5,1,2,0,2,23,20,3,41,29,12
PREMPUR GUNAHI,39,24,15,1193,701,492,459,296,163,235,175,60,131,100,31,131,101,30,57,48,9,8,8,0,14,9,5,15,10,5,7,3,4
RAGHUNATHPUR,23,13,10,897,542,355,312,224,88,167,132,35,97,78,19,85,59,26,44,39,5,7,7,0,2,0,2,20,10,10,0,0,0
RAJDEVI,36,26,10,903,507,396,297,199,98,158,130,28,86,71,15,60,47,13,36,26,10,15,10,5,0,0,0,3,1,2,0,0,0
RAJPUR FARHADAWA,408,199,209,2386,1398,988,627,421,206,244,154,90,276,198,78,160,110,50,36,34,2,10,10,0,184,56,128,153,63,90,81,44,37
RAJPUR TULSI,18,16,2,540,327,213,155,99,56,55,39,16,94,73,21,69,52,17,12,12,0,4,4,0,0,0,0,40,18,22,11,4,7
RAMOLI BAIRIYA,7,6,1,758,488,270,275,195,80,139,98,41,176,138,38,101,75,26,29,25,4,4,4,0,0,0,0,6,3,3,65,38,27
RAMPUR KHAP,19,13,6,1131,623,508,521,362,159,189,150,39,150,107,43,55,43,12,14,12,2,13,11,2,21,16,5,16,11,5,21,11,10
RANGAPUR,181,108,73,2663,1528,1135,1284,775,509,755,473,282,546,357,189,442,261,181,95,76,19,29,26,3,2,2,0,90,44,46,19,11,8
SAKHUAWA,31,16,15,1005,554,451,366,226,140,230,176,54,233,175,58,169,122,47,38,34,4,14,14,0,1,0,1,33,19,14,4,3,1
SAKHUWA DHAMAURA,39,26,13,1567,949,618,608,402,206,250,153,97,307,226,81,227,160,67,27,25,2,10,8,2,7,6,1,106,72,34,16,9,7
SAMANPUR,21,8,13,1456,856,600,505,339,166,284,198,86,182,129,53,159,118,41,57,49,8,7,7,0,42,14,28,114,95,19,5,4,1
SANGRAMPUR,128,63,65,1215,712,503,501,329,172,236,175,61,187,140,47,120,90,30,32,32,0,2,2,0,3,3,0,43,26,17,32,19,13
SANTAPUR(DOSTIYA),97,59,38,793,529,264,264,210,54,95,69,26,136,102,34,83,68,15,6,3,3,5,5,0,8,5,3,24,20,4,18,7,11
SANTPUR(MATIAUN),64,30,34,2692,1555,1137,1444,850,594,892,531,361,795,505,290,794,447,347,253,165,88,61,47,14,8,6,2,73,37,36,676,380,296
SARMUJAWA,22,12,10,2008,1151,857,754,512,242,477,350,127,139,88,51,147,98,49,93,81,12,14,11,3,11,8,3,16,8,8,137,66,71
SARUATHA,12,8,4,1571,874,697,461,299,162,289,207,82,164,114,50,163,116,47,60,47,13,41,34,7,1,1,0,0,0,0,16,8,8
SAUNARANIYA,20,12,8,941,573,368,384,271,113,203,160,43,150,117,33,118,94,24,32,27,5,7,7,0,0,0,0,0,0,0,7,2,5
SHITALPUR BAIRGANIA,53,35,18,1260,829,431,505,380,125,251,193,58,138,113,25,110,91,19,29,23,6,2,2,0,0,0,0,60,50,10,12,3,9
SIMARA BHAWANIPUR,103,54,49,1584,889,695,527,336,191,306,178,128,264,187,77,197,128,69,71,52,19,17,12,5,1,1,0,58,39,19,16,8,8
TEJAPAKAR,6,1,5,1172,693,479,349,234,115,126,97,29,128,87,41,97,86,11,31,19,12,7,7,0,25,10,15,13,10,3,3,1,2
TENGRAHA,2,1,1,956,569,387,402,281,121,163,124,39,130,101,29,83,62,21,29,24,5,9,8,1,1,1,0,1,0,1,10,3,7
INSTITUTIONAL,3,3,0,90,86,4,158,155,3,60,59,1,138,130,8,53,51,2,16,13,3,6,6,0,3,3,0,2,2,0,5,3,2
