VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
PALTE,158,99,59,891,485,406,285,168,117,94,53,41,40,22,18,48,29,19,2,1,1,8,6,2,6,5,1,265,149,116,7,4,3
POKALI,41,19,22,848,475,373,328,180,148,126,78,48,146,77,69,66,38,28,14,10,4,8,8,0,1,1,0,380,210,170,2,1,1
POKHARE,19,7,12,286,139,147,191,94,97,128,83,45,95,45,50,78,37,41,11,10,1,2,2,0,0,0,0,95,50,45,1,1,0
PRAPCHA,12,6,6,313,160,153,186,96,90,126,65,61,65,31,34,80,32,48,24,18,6,1,1,0,0,0,0,5,3,2,0,0,0
RAGADEEP,12,3,9,573,291,282,261,137,124,140,66,74,60,33,27,36,20,16,3,2,1,0,0,0,0,0,0,71,43,28,9,4,5
RAGANI,111,60,51,1005,582,423,491,262,229,276,158,118,141,90,51,86,38,48,9,8,1,8,5,3,3,1,2,74,30,44,8,2,6
RANIBAN,8,4,4,515,280,235,212,103,109,126,58,68,73,37,36,36,21,15,9,5,4,3,3,0,0,0,0,56,23,33,3,3,0
RATMATA,33,20,13,597,311,286,310,165,145,167,99,68,150,74,76,41,18,23,8,7,1,3,3,0,2,1,1,74,41,33,14,7,7
RAWADOLU,21,12,9,405,237,168,169,83,86,79,36,43,54,32,22,46,17,29,8,5,3,2,1,1,0,0,0,112,55,57,1,0,1
RUMJATAR,2,0,2,580,307,273,298,156,142,278,149,129,175,85,90,159,63,96,43,31,12,13,12,1,2,1,1,43,27,16,80,28,52
SALLERI,45,21,24,370,169,201,200,101,99,141,86,55,120,48,72,47,18,29,8,6,2,1,1,0,0,0,0,194,88,106,1,0,1
SERNA,7,3,4,356,181,175,161,81,80,103,61,42,82,44,38,44,18,26,7,6,1,1,1,0,0,0,0,59,29,30,4,2,2
SHREECHAUR,73,31,42,826,448,378,365,187,178,150,93,57,71,42,29,53,20,33,11,4,7,4,3,1,3,2,1,72,33,39,2,1,1
SINGHADEVI,68,36,32,494,283,211,279,153,126,134,74,60,91,42,49,52,22,30,24,17,7,2,2,0,1,1,0,159,90,69,15,9,6
SISNERI,91,44,47,1183,611,572,512,271,241,242,139,103,124,67,57,84,42,42,21,10,11,11,8,3,0,0,0,141,59,82,11,1,10
TALUWA,47,24,23,767,356,411,206,102,104,128,60,68,85,49,36,54,21,33,4,4,0,3,3,0,3,1,2,68,29,39,0,0,0
TARKERABARI,49,20,29,543,273,270,279,166,113,117,73,44,101,52,49,49,22,27,12,6,6,2,2,0,1,1,0,90,42,48,1,1,0
THAKLE,32,17,15,823,427,396,361,184,177,315,185,130,60,24,36,72,37,35,7,3,4,0,0,0,3,2,1,32,21,11,4,1,3
TOKSEL,15,6,9,792,423,369,329,184,145,236,154,82,37,18,19,77,37,40,11,11,0,1,1,0,1,0,1,34,17,17,22,8,14
THULACHHAP,75,42,33,723,386,337,358,190,168,259,141,118,175,73,102,121,63,58,26,19,7,2,2,0,1,1,0,105,42,63,3,2,1
UBU,55,23,32,669,342,327,393,193,200,244,123,121,211,105,106,30,11,19,18,13,5,1,1,0,7,2,5,214,96,118,0,0,0
YASAM,37,15,22,930,515,415,332,165,167,118,62,56,79,44,35,37,21,16,3,2,1,4,4,0,2,1,1,94,44,50,2,1,1
INSTITUTIONAL,30,21,9,133,125,8,415,411,4,231,227,4,229,222,7,56,49,7,16,15,1,10,9,1,1,1,0,5,4,1,0,0,0
