VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
RABI,3873,1762,2111,3099,1525,1574,129,57,72,643,180,463,2,0,2,80.01549186676995,86.54937570942111,74.56181904310753
RANI GAUN,4580,2115,2465,3292,1730,1562,33,15,18,1255,370,885,0,0,0,71.87772925764192,81.7966903073286,63.36713995943205
RANITAR,6500,3051,3449,4496,2304,2192,186,83,103,1818,664,1154,0,0,0,69.16923076923077,75.51622418879056,63.55465352276022
SARANG DANDA,5045,2300,2745,3696,1883,1813,214,97,117,1134,320,814,1,0,1,73.26065411298315,81.86956521739131,66.04735883424408
SIDIN,4197,1974,2223,2785,1431,1354,145,72,73,1267,471,796,0,0,0,66.35692161067429,72.49240121580547,60.90868196131354
SIWA,3174,1449,1725,2348,1188,1160,44,20,24,782,241,541,0,0,0,73.97605545053561,81.98757763975155,67.2463768115942
SUBHANG,4314,2041,2273,3294,1728,1566,84,45,39,934,268,666,2,0,2,76.35605006954103,84.66438020578147,68.89573251209855
SYABRUMBA,2897,1285,1612,2019,1027,992,45,19,26,833,239,594,0,0,0,69.69278564031757,79.92217898832685,61.53846153846154
THARPU,4218,1968,2250,3120,1596,1524,180,88,92,918,284,634,0,0,0,73.96870554765292,81.09756097560977,67.73333333333333
YANGANAM,5248,2369,2879,3667,1856,1811,273,138,135,1307,374,933,1,1,0,69.87423780487805,78.3452933727311,62.903786036818346
YASOK,3860,1771,2089,2832,1447,1385,80,37,43,940,284,656,8,3,5,73.36787564766838,81.70525127046866,66.29966491144089
INSTITUTIONAL,1323,1274,49,1299,1260,39,3,3,0,21,11,10,0,0,0,98.1859410430839,98.9010989010989,79.59183673469387
