VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
PITHAULI,39,1769,967,1100,264,69,21,33,1557,132,173,1478,10,117,43
PRAGATINAGAR,74,3031,2335,1908,641,368,141,367,2816,56,459,2228,38,541,20
PRATAPPUR,80,1172,216,538,163,43,13,17,854,26,169,1097,41,26,6
RAJAHAR,93,2315,1633,1047,665,249,92,148,2118,28,279,1514,17,332,18
RAKACHULI,251,563,368,91,0,1,0,8,415,0,11,78,0,6,5
RAKUWA,82,404,311,35,0,0,0,4,315,0,4,0,0,0,0
RAMGRAM MUNICIPALITY,212,4679,1273,2689,1168,331,137,451,3702,152,916,3941,110,576,81
RAMNAGAR,81,3128,1566,2236,613,202,64,136,2865,77,385,2731,22,365,106
RAMPUR KHADAUNA,67,632,109,180,39,2,1,6,202,7,59,611,4,1,18
RAMPURKHA,68,750,123,382,77,5,0,0,595,13,122,675,1,37,4
RATANAPUR,82,510,404,64,3,2,0,0,478,1,16,37,0,2,7
RUCHANG,119,420,304,20,0,1,0,1,322,0,1,1,0,0,2
RUPAULIYA,87,1650,1059,798,313,38,19,33,1090,24,128,1440,11,15,10
SANAI,63,1082,73,424,33,7,1,1,733,9,95,1045,18,5,21
SARAWAL,39,933,236,509,206,8,1,0,774,9,93,917,8,4,11
SHIVMANDIR,120,5194,3524,3289,1471,597,186,375,4714,81,806,4129,45,792,81
SOMANI,46,1071,358,428,4,7,0,7,675,1,125,1044,20,0,26
SUKRAULI,56,904,222,426,78,8,1,1,723,18,102,843,7,3,17
SUNWAL,235,6224,3299,3831,2341,515,212,402,5645,132,694,5113,92,1245,78
SWATHI,63,2016,886,1423,533,86,74,82,1841,27,194,1778,41,250,23
TAMASARIYA,118,2295,1314,1072,630,178,59,165,2077,85,230,1752,6,312,13
THULO KHAIRATAWA,41,695,48,210,1,2,0,5,143,5,58,681,6,2,10
TILAKPUR,38,1444,589,862,327,85,31,84,1294,78,147,1295,14,126,38
TRIBENISUSTA,145,1826,1338,821,680,30,12,105,1331,11,205,1595,49,120,58
UPALLO ARKHALE,97,517,422,95,1,2,0,14,342,2,12,3,0,0,58
