VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
DAUNGHA,42,621,558,157,130,3,0,12,555,0,8,2,0,0,0
GHAMIR,126,604,529,40,2,1,1,4,455,0,4,0,0,0,38
BASTU,39,612,555,52,12,0,0,8,485,0,7,0,0,0,47
BHANBHANE,97,639,603,81,0,0,1,3,406,0,2,1,0,0,4
NAYAGAUN,155,838,713,46,56,1,0,10,662,0,17,1,1,0,22
DHURKOT RAJASTHAL,149,570,524,18,0,2,0,4,321,0,5,0,0,0,1
DIGAM,73,1104,1004,257,574,37,17,33,994,4,64,3,5,13,5
DIBRUNG,49,397,356,153,57,3,3,64,323,0,1,2,0,0,5
DOHALI,125,714,668,72,3,2,0,5,393,0,1,0,0,0,13
DUBICHAUR,46,562,426,196,169,5,14,1,526,3,22,6,1,4,3
FOKSING,124,450,319,183,103,7,1,3,307,0,1,0,2,0,6
GAUNDAKOT,39,590,458,203,203,3,0,8,522,1,16,0,3,19,14
GWAGHA,76,419,371,94,22,0,1,16,285,0,1,0,1,0,9
GWADI,69,564,458,125,50,3,2,23,514,0,13,0,0,4,9
HADAHADE,72,787,735,114,1,0,0,1,531,0,3,0,1,0,24
HANSARA,54,572,489,167,234,10,3,2,520,3,9,8,2,10,0
HARDINETA,77,967,726,368,399,13,10,32,877,3,47,1,2,7,1
HAREWA,24,372,310,160,126,1,2,3,316,0,2,0,0,5,40
HARMICHAUR,55,465,352,125,85,5,5,6,395,1,15,0,0,9,7
HARRACHAUR,37,407,340,159,181,23,2,1,367,0,6,1,2,18,0
HASTICHAUR,265,1286,1183,212,43,6,3,14,855,2,15,0,0,2,1
HAWANGDI,72,303,288,8,1,0,0,0,167,0,0,0,0,0,14
HUNGA,91,747,552,88,359,4,8,7,677,1,30,0,0,2,20
ISMA RAJASTHAL,144,636,594,129,1,0,1,3,463,0,13,1,0,0,25
JAISITHOK,79,542,473,95,109,0,0,4,430,0,1,0,0,0,6
JAYAKHANI,23,215,165,57,13,3,0,1,135,0,0,0,0,0,32
JOHANG,105,964,731,253,424,31,12,18,865,3,40,25,1,60,29
JUNIYA,96,569,485,80,30,3,1,5,446,2,5,2,0,3,9
JUVUNG,103,818,619,149,325,16,6,7,711,2,15,4,0,9,26
KHADGAKOT,112,686,529,191,23,4,0,5,503,0,1,0,0,1,39
KHARJYANG,88,826,650,198,190,5,2,36,711,3,38,1,0,1,20
KURGHA,75,631,514,281,152,31,3,25,544,0,16,9,0,29,2
LIMGHA,116,590,416,241,209,5,2,9,525,2,6,0,1,2,2
MALAGIRI,96,295,265,2,0,0,0,3,162,0,0,0,0,0,59
MARBHUNG,132,746,697,47,0,0,0,0,435,0,0,0,0,0,5
MUSIKOT,89,717,667,52,14,2,0,9,563,0,2,2,0,0,51
MYAL POKHARI,76,416,385,25,1,0,0,4,239,0,5,0,0,0,15
NETA,78,530,440,55,1,2,0,0,397,0,1,0,1,0,88
PALLIKOT,48,557,502,261,183,9,18,1,518,4,31,0,2,7,28
PARALMI,117,564,486,18,57,2,0,12,316,0,0,0,0,0,14
PAUDI AMARAYEE,115,630,586,41,19,0,0,36,429,1,1,0,0,1,0
PIPALDHARA,88,668,645,94,0,1,0,12,439,2,9,3,1,0,5
PURKOT DAHA,179,712,649,57,2,1,2,0,463,0,13,2,1,0,1
PURTIGHAT,54,379,313,163,97,10,2,0,323,0,0,2,0,21,4
RIMUWA,85,475,352,149,91,3,2,6,438,1,7,1,0,9,2
RUPAKOT,103,773,620,320,325,11,10,1,693,1,14,14,2,4,2
RURU,75,792,634,452,349,43,30,6,722,2,65,7,2,114,8
SHANTIPUR,87,806,624,385,359,26,7,37,641,3,18,5,3,30,17
SIMICHAUR,97,1104,814,359,346,20,3,32,971,0,42,4,0,0,22
SIRSENI,93,654,604,43,0,1,1,9,472,0,6,1,0,0,36
TAMGHAS,190,3960,2943,2524,2220,569,269,598,3642,42,474,119,4,195,25
THANPATI,63,604,453,258,176,9,5,7,508,0,19,3,1,6,10
THULO LUMPEK,137,1075,921,318,175,15,3,4,918,1,2,4,0,2,19
TURANG,109,824,738,412,362,34,20,15,672,0,15,2,0,45,28
WAGLA,98,701,667,20,0,0,1,0,432,1,2,0,0,0,14
WAMITAKSAR,86,1185,973,584,324,52,17,26,1076,5,34,30,6,44,52
