VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
MALHANIYA GAMHARIA,204,243,156,199,5,12,4,15,169,39,52,149,0,2,9
MALHANIYAKHORI,132,632,246,458,7,12,3,5,556,9,61,372,14,6,46
MAUWAHI,98,494,311,143,1,2,0,0,272,0,23,462,2,0,5
BHEDIA,260,553,223,256,2,1,0,4,437,9,34,406,3,0,9
MOHANPUR KAMALPUR,189,780,361,346,19,7,1,6,639,44,77,630,6,3,17
MUKSAR,142,548,300,92,3,1,0,4,356,3,29,449,1,0,13
NAHARA RIGOUL,238,726,250,274,1,7,0,3,569,21,64,589,2,1,11
NARAHA BALKAWA,220,628,305,354,4,15,4,11,464,28,62,420,4,3,20
NAVARAJPUR,392,998,292,230,5,3,0,2,427,28,114,888,2,1,79
PADARIYA THARUTOL,148,912,409,518,5,30,1,4,708,15,119,813,4,1,87
PIPRA PRA.DHA,58,610,317,241,5,7,1,10,402,4,47,510,12,2,7
PIPRA PRA.PI,198,896,577,48,0,0,0,18,589,8,54,777,8,0,48
POKHARBHINDA,105,537,298,162,0,9,1,0,376,1,35,422,0,2,3
RAGHOPUR,187,545,225,196,0,1,0,0,374,3,46,412,2,2,6
RAJPUR,270,697,333,203,4,0,0,2,633,10,66,426,9,0,2
RAMNAGAR MIRCHAIYA,284,2272,708,1304,617,120,44,274,1777,124,453,1316,56,77,24
RAMPUR BIRTA,143,820,453,519,49,12,0,3,672,10,91,608,3,8,1
SAKHUWANANKARKATTI,252,332,140,161,1,7,0,4,88,2,38,267,1,0,0
SANHAITHA,200,817,429,319,11,7,1,6,541,3,84,645,1,3,19
SARSWAR,250,946,360,680,39,10,0,5,856,7,112,614,3,2,25
SIKRON,128,462,256,190,2,2,0,0,368,12,42,342,12,0,0
SILORBA PACHHAWARI,307,598,147,58,0,7,0,3,506,4,50,459,3,0,5
SIRAHA MUNICIPALITY,681,4600,2280,3296,750,203,60,337,3690,170,690,2878,28,144,119
SISAWANI,106,871,504,428,22,12,2,7,432,10,32,669,6,2,16
SITAPUR PRA.DA.,259,812,344,327,0,3,0,5,552,10,63,689,4,0,24
SITAPUR PRA.RA.,136,722,201,277,109,7,1,3,601,5,70,495,0,0,13
SONMATI MAJHAURA,106,630,381,315,1,12,2,3,390,40,63,492,2,2,9
SOTHIYAN,220,495,201,238,20,9,0,8,243,5,53,434,9,0,3
SUKHACHINA,52,458,278,295,30,1,2,1,319,33,84,357,1,0,14
SUKHIPUR,584,1366,544,471,95,13,2,35,817,26,186,944,13,14,8
TENUWAPATTI,182,557,310,187,0,2,0,3,451,19,77,407,5,1,11
THALAHA KATAHA,212,591,192,271,13,12,2,2,505,1,54,487,0,3,18
TULSIPUR,202,438,153,31,0,1,0,3,268,5,47,379,2,0,49
VIDHYANAGAR,230,562,225,235,16,9,1,5,419,16,60,383,5,4,1
