VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
KHADAWA BANGAI,33,1500,518,611,158,49,6,25,1085,15,184,1351,17,81,22
KHUDABAGAR,36,643,125,275,0,2,0,1,582,24,102,599,13,9,8
LUMBINI AADARSHA,75,1258,317,399,25,4,0,15,855,41,167,1142,9,10,38
MADHAWALIYA,60,2193,1040,1349,915,256,57,335,1945,147,460,1654,42,508,25
MADHUWANI,64,1000,123,254,201,34,8,58,660,21,159,859,15,43,9
MAINAHIYA,44,1074,294,420,24,14,2,10,836,8,120,1018,27,18,7
MAJHAGAWA,30,774,39,248,3,6,0,4,614,0,67,716,9,2,47
MAKRAHAR,84,3349,1868,2081,598,133,50,122,2758,46,446,3037,40,413,46
MANMATERIYA,100,1313,378,477,40,21,3,20,932,10,130,1164,3,23,37
MANPAKADI,34,1098,487,487,113,24,3,7,845,7,136,1017,15,34,16
MARYADAPUR,52,765,85,198,3,4,1,2,447,4,55,760,0,1,2
MASINA,94,682,104,225,0,8,2,2,376,6,76,618,4,11,11
MOTIPUR,46,2178,1451,1358,638,125,28,101,1831,21,334,1921,14,261,35
PADSARI,60,1908,801,1035,987,223,71,345,1734,99,426,1457,34,519,20
PAJARKATTI,54,701,119,220,11,2,2,1,477,6,66,666,20,5,21
SAKRAUN PAKADI,104,599,73,172,3,2,0,0,364,2,43,540,1,2,28
PARROHA,182,5491,3090,2162,2412,524,102,455,4777,87,730,3952,42,1204,58
PATAKHAULI,76,836,188,408,38,14,2,5,581,18,119,786,0,10,4
POKHARVINDI,36,897,225,418,20,11,4,9,744,15,110,851,5,5,2
RAYAPUR,105,1432,223,280,7,5,1,7,1076,20,74,1375,24,4,31
ROINIHAWA,22,598,53,94,2,6,1,4,243,2,43,579,3,4,22
RUDRAPUR,233,4305,2300,2346,680,169,36,173,3670,136,368,3684,30,465,29
SADI,42,868,171,228,5,6,1,2,567,12,57,814,3,0,40
SALJHANDI,109,2185,1489,1395,603,125,24,187,1904,41,227,1539,14,377,25
SEMARA MARCHAWAR,22,925,134,63,4,5,1,1,822,0,36,908,3,5,25
SEMLAR,65,2087,1082,1281,810,154,31,85,1728,24,337,1687,12,305,24
SHANKAR NAGAR,107,5195,3281,1448,2983,1013,290,933,4647,162,1470,3396,44,2338,53
SIDDHARTHANAGAR MUNICIPALITY,363,11980,4333,6280,7768,2158,997,3352,10356,485,3699,7344,171,4215,154
SIKTAHAN,71,1736,531,742,146,47,35,30,1406,46,169,1624,43,62,36
SILAUTIYA,191,1092,58,159,8,2,0,1,793,3,63,900,5,0,11
SIPAWA,98,865,46,178,2,0,0,0,528,2,55,841,6,0,14
SAURAHA PHARSATIKAR,41,1949,1066,1203,712,172,92,215,1733,49,376,1709,16,224,2
SURYAPURA,149,3035,833,912,37,38,4,29,1830,29,295,2841,39,27,28
TENUHAWA,81,1278,247,326,9,15,1,8,944,39,206,1130,27,9,76
THUMHAWA PIPARHAWA,62,526,30,163,44,6,1,4,391,2,56,488,3,13,4
TIKULIGADH,88,2488,1123,1638,478,164,26,169,2157,62,530,2277,39,401,16
