VDC/MUNICIPALITY,TAP_PIPED,TUBEWELL,COVERED_WELL,UNCOVERED_WELL,SPOUT_WATER,RIVER_STREAM,OTHERS,NOT_STATED
PAUDESWOR,1,1053,2,1,1,0,58,12
PUSPALPUR,5,0,11,503,0,1,0,4
RAGHUNATHPUR,14,2627,6,7,0,0,48,30
RAMADAIYA BHAWADI,10,1119,4,1,37,1,0,17
SABELA,23,1584,0,1,0,1,0,9
SAKHUWA MAHENDRANAGAR,1200,2184,9,11,0,0,0,41
SAPAHI,305,1156,2,1,18,0,12,18
SATOSAR,21,953,0,4,0,1,2,105
SHANTIPUR,187,710,2,70,1,1,0,4
GIDDHA,371,525,1,1,1,0,1,27
SINGYAHI MAIDAN,825,720,0,7,0,0,29,5
SINURJODA,539,1006,0,1,2,0,0,9
SONIGAMA,234,996,6,2,1,0,1,3
SUGA MADHUKARAHI,154,588,0,2,1,0,6,16
SUGA NIKASH,0,727,0,0,0,0,0,5
TARAPATTI SIRSIYA,115,1212,1,1,2,0,17,39
THADI JHIJA,18,1246,0,2,0,0,12,17
THILLA YADUWA,148,511,2,0,0,0,9,31
TULSI CHAUDA,704,17,0,233,13,43,0,14
TULSIYAHI NIKAS,3,787,0,1,0,0,0,3
TULSIYANI JABDI,21,850,1,5,0,0,69,3
UMAPREMPUR,37,1221,7,872,3,0,1,33
YADUKUSH,0,1134,2,1,0,0,6,2
YAGYABHUMI,464,1197,174,1278,0,0,1,22
TOTAL,17939,103871,1246,10412,264,215,2013,2265
