VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
DEVPURA RUPETHA,186,1225,659,891,203,21,7,10,1051,23,122,1023,15,17,23
DHABOULI,141,1155,712,678,161,8,0,9,975,16,92,958,9,2,21
DHALKEBAR,177,1824,1224,833,165,45,6,55,1557,27,205,1512,25,21,21
DHANAUJI,346,1169,762,792,74,10,1,25,531,8,100,1034,3,10,0
DHANUSADHAM,241,1370,672,824,87,21,5,46,1186,79,98,889,18,13,25
DIGAMBARPUR,321,1367,788,720,14,11,1,15,1113,66,106,1140,17,6,41
DUBARIKOT HATHILETWA,311,920,528,237,4,6,0,2,770,4,54,742,3,0,59
DUHABI,146,802,656,262,22,10,3,30,308,2,79,517,4,4,352
EKARAHI,113,777,429,311,31,10,2,10,474,6,49,617,1,3,16
FULGAMA,400,1770,807,822,71,16,0,73,1363,67,131,1464,6,4,23
GHODGHANS,160,952,574,549,7,18,1,10,802,72,69,748,10,4,10
GODAR,474,1117,562,511,21,14,2,10,919,9,73,484,5,8,18
GOPALPUR,113,891,324,508,15,10,0,7,761,9,52,510,2,2,13
GOTH KOHELPUR,105,544,318,186,1,2,0,7,505,0,51,345,1,0,75
HANSAPUR KATHPULA,75,790,447,261,2,4,0,0,675,1,60,586,1,0,13
HARIHARPUR,175,1331,624,639,137,22,4,33,1113,4,120,1040,28,18,56
HARINE,156,724,331,182,3,3,1,7,448,5,72,569,5,1,59
HATHIPURHARBARA,77,614,288,309,6,3,0,20,502,7,50,505,2,1,63
INARWA,210,369,155,87,2,9,2,2,294,2,39,267,6,1,54
ITAHARWA,243,575,269,53,1,12,0,1,476,2,41,425,8,0,20
JANAKPUR MUNICIPALITY,1158,17625,9438,10343,10440,2459,673,3806,14767,996,5117,12089,100,1814,400
JHATIYAHI,241,731,334,407,17,3,0,2,542,8,35,378,1,0,96
JHOJI KATAIYA,159,547,187,310,46,5,0,27,436,6,41,379,2,0,35
KACHURI THERA,139,908,385,392,177,12,1,13,708,22,60,636,5,0,16
KAJARA RAMAUL,74,820,283,456,35,6,0,19,765,22,78,519,10,1,59
KANAKPATTI,84,870,542,529,163,13,3,44,672,41,124,705,9,18,12
KHAJURI CHANHA,253,798,402,376,120,5,0,23,692,5,51,491,0,7,12
KHARIYANI,276,1520,566,708,4,1,0,6,1418,4,96,1020,4,1,41
KURTHA,179,1154,346,586,366,25,4,15,1000,5,88,597,9,5,17
LABATOLI,172,734,302,407,81,4,2,15,674,4,48,406,11,2,2
LAGMAGADHAGUTHI,159,729,321,394,25,15,1,21,643,47,70,470,2,1,36
LAKHOURI,74,436,263,167,81,10,5,24,352,50,59,272,12,10,68
LAKKAD,183,540,166,27,2,5,1,2,466,4,38,342,3,0,25
LAXMINIWAS,92,510,358,200,1,3,1,14,339,40,61,422,1,0,1
LAXMIPURBAGEWA,127,1091,616,619,346,28,1,18,822,29,135,822,2,4,15
LOHANA,361,810,417,448,62,13,3,6,748,19,85,621,8,5,11
MAHUWA (PRA. KHE.),62,692,328,308,8,7,3,9,604,5,32,478,1,2,59
MAHUWA (PRA. KO.),97,938,476,616,181,18,2,12,834,8,80,676,8,4,21
MAKHANAHA,209,1191,648,830,94,8,1,12,884,6,96,627,54,11,25
MANSHINGPATTI,145,642,313,369,3,8,1,5,588,1,46,361,3,1,17
MACHIJHITKAIYA,399,1261,639,533,13,6,2,10,976,6,73,882,9,3,78
MITHILESHWOR MAUWAHI,130,569,136,294,138,14,2,16,506,5,47,392,1,3,39
MITHILESHWOR NIKAS,52,1089,472,348,22,7,0,6,917,6,61,879,2,0,71
MUKHIYAPATTI MUSAHARNIYA,117,991,544,178,8,34,2,3,845,13,56,905,274,1,35
NAGARAEEN,186,828,526,385,120,22,4,44,639,20,103,690,9,3,11
NAKATAJHIJH,145,1269,800,665,89,29,1,19,1003,84,146,1040,9,4,50
NANUPATTI,134,538,230,334,48,8,0,19,380,5,36,413,0,3,5
NAUWAKHOR PRASHAHI,106,682,152,230,78,0,0,3,617,1,37,206,0,0,54
PACHAHARWA,94,558,376,316,2,4,0,4,431,6,46,483,3,1,4
PATANUKA,48,544,348,184,3,6,1,6,484,0,46,390,2,2,34
PATERWA,169,610,260,60,2,1,0,5,483,2,66,503,8,0,50
PAUDESWOR,82,1005,476,162,1,3,0,15,917,2,90,817,0,0,41
PUSPALPUR,95,423,243,226,22,11,2,8,328,0,27,329,13,0,6
RAGHUNATHPUR,448,2234,1247,936,232,13,2,14,1629,3,190,1322,9,3,50
RAMADAIYA BHAWADI,209,903,456,577,50,27,3,15,777,12,101,633,25,7,77
SABELA,127,1475,810,952,492,25,1,99,1248,31,229,964,19,14,16
SAKHUWA MAHENDRANAGAR,494,2881,1707,1760,455,120,35,249,2241,117,480,2034,24,160,70
SAPAHI,235,1272,457,805,205,19,5,18,1064,19,176,764,12,7,5
SATOSAR,163,899,343,669,91,17,8,11,868,4,92,556,0,0,24
SHANTIPUR,122,801,328,425,18,10,0,11,677,5,40,567,225,4,52
GIDDHA,72,651,337,281,78,3,0,26,542,6,66,491,11,0,204
SINGYAHI MAIDAN,446,1127,565,106,2,3,0,9,1000,3,108,819,5,0,13
SINURJODA,118,1400,648,731,267,18,3,51,1009,37,141,938,13,5,39
SONIGAMA,355,880,376,427,64,7,0,28,607,6,83,624,2,2,8
SUGA MADHUKARAHI,130,630,212,83,14,12,3,10,521,29,74,448,4,2,7
SUGA NIKASH,93,631,325,355,60,8,1,10,555,11,61,471,2,2,8
TARAPATTI SIRSIYA,180,1139,515,729,111,11,1,22,943,38,132,697,4,8,68
THADI JHIJA,274,1013,580,488,3,8,1,11,864,25,98,739,9,3,8
THILLA YADUWA,115,583,220,379,203,17,2,6,490,14,74,343,4,16,3
TULSI CHAUDA,201,793,526,483,219,11,0,55,485,5,23,142,0,1,30
TULSIYAHI NIKAS,143,646,305,217,74,14,7,38,554,20,51,534,1,0,5
TULSIYANI JABDI,254,684,221,275,92,8,0,11,567,14,62,541,2,0,11
UMAPREMPUR,452,1686,807,853,4,34,3,35,1295,122,208,1177,9,5,36
YADUKUSH,197,944,478,721,108,31,7,42,744,33,158,645,39,13,4
YAGYABHUMI,529,2578,1350,1443,281,34,6,85,2214,32,201,1645,10,21,29
