VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
ITARI PARSAHI,873,4104,1887,2217,4.701030927835052,85.1150202976996
ITATAR,834,4261,1973,2288,5.109112709832134,86.23251748251748
JAMADAHA,1118,5660,2824,2836,5.062611806797853,99.5768688293371
JANAKINAGAR,732,4411,2189,2222,6.025956284153006,98.51485148514851
JIGHAUL,860,4996,2495,2501,5.809302325581395,99.76009596161536
KABILASI,594,3574,1763,1811,6.016835016835016,97.3495306460519
KACHANARI,1016,6480,3252,3228,6.377952755905512,100.74349442379183
KALYANPUR JABADI,1781,9584,4610,4974,5.381246490735542,92.68194611982308
KALYANPURKALABANZAR,617,3329,1618,1711,5.395461912479741,94.56458211572179
KARJANHA,1403,7467,3521,3946,5.322166785459729,89.22959959452609
KHARUKYANHI,829,4981,2382,2599,6.008443908323281,91.65063485956138
KHIRAUNA,643,3452,1658,1794,5.368584758942458,92.41917502787068
KRISHNAPUR BIRTA,736,4277,2087,2190,5.811141304347826,95.29680365296804
KUSHAHALAXININIYA,669,3770,1841,1929,5.635276532137519,95.43805080352514
LAGADI GADIYANI,990,5729,3001,2728,5.7868686868686865,110.00733137829913
LAGADIGOTH,614,3765,1933,1832,6.131921824104235,105.51310043668123
LAHAN MUNICIPALITY,6479,33653,17286,16367,5.194165766321963,105.61495692552087
LALPUR,762,3910,1903,2007,5.131233595800525,94.8181365221724
LAXMINIYA,797,4479,2161,2318,5.6198243412797995,93.22691975841244
LAXMIPUR (PRA.MA.),728,3805,1792,2013,5.226648351648351,89.02136115250869
LAXMIPUR PATARI,833,4658,2190,2468,5.591836734693878,88.73581847649919
MADAR,1725,8950,4318,4632,5.188405797101449,93.22107081174438
MAHADEWA PORTAHA,730,3963,1941,2022,5.428767123287671,95.99406528189911
MAHANAUR,1060,6365,2976,3389,6.004716981132075,87.81351431100619
MAHESHPUR GAMHARIA,838,4423,2125,2298,5.278042959427208,92.47171453437772
MAHESHPUR PATARI,753,4396,2170,2226,5.837981407702523,97.48427672955975
MAJHAULIYA,858,4649,2200,2449,5.418414918414919,89.8325847284606
MAJHAURA,946,5794,2980,2814,6.1247357293868925,105.89907604832977
MALHANIYA GAMHARIA,456,2488,1165,1323,5.456140350877193,88.05744520030234
MALHANIYAKHORI,810,3913,1801,2112,4.830864197530865,85.27462121212122
MAUWAHI,597,3473,1671,1802,5.817420435510888,92.73029966703663
BHEDIA,822,4204,1984,2220,5.114355231143552,89.36936936936937
MOHANPUR KAMALPUR,986,5257,2620,2637,5.331643002028398,99.35532802427001
MUKSAR,703,3503,1700,1803,4.982930298719772,94.28729894620078
NAHARA RIGOUL,975,5476,2608,2868,5.616410256410257,90.93444909344491
NARAHA BALKAWA,868,4476,2243,2233,5.15668202764977,100.44782803403494
NAVARAJPUR,1469,8730,4282,4448,5.9428182437032,96.26798561151078
PADARIYA THARUTOL,1147,6073,2831,3242,5.2946817785527465,87.32264034546576
PIPRA PRA.DHA,675,4087,1981,2106,6.054814814814815,94.06457739791072
PIPRA PRA.PI,1142,5968,2797,3171,5.225919439579685,88.20561337117628
POKHARBHINDA,645,3995,2042,1953,6.1937984496124034,104.55709165386584
RAGHOPUR,738,3949,1904,2045,5.350948509485095,93.10513447432763
RAJPUR,969,5079,2465,2614,5.241486068111455,94.29992348890589
RAMNAGAR MIRCHAIYA,2580,13477,6818,6659,5.223643410852713,102.38774590779396
RAMPUR BIRTA,964,5015,2469,2546,5.202282157676349,96.97564807541241
SAKHUWANANKARKATTI,584,3247,1551,1696,5.559931506849315,91.4504716981132
SANHAITHA,1036,5196,2443,2753,5.015444015444015,88.73955684707592
SARSWAR,1221,6180,2828,3352,5.061425061425061,84.36754176610978
SIKRON,590,3195,1534,1661,5.415254237288136,92.35400361228176
SILORBA PACHHAWARI,910,5254,2519,2735,5.7736263736263735,92.10237659963437
SIRAHA MUNICIPALITY,5400,28442,13839,14603,5.267037037037037,94.76819831541464
SISAWANI,993,5673,2800,2873,5.712990936555891,97.45910198398886
SITAPUR PRA.DA.,1095,5937,2763,3174,5.421917808219178,87.05103969754254
SITAPUR PRA.RA.,871,4769,2391,2378,5.475315729047073,100.5466778805719
SONMATI MAJHAURA,745,4449,2157,2292,5.971812080536913,94.10994764397905
SOTHIYAN,718,3744,1755,1989,5.2144846796657385,88.23529411764706
SUKHACHINA,524,2981,1428,1553,5.688931297709924,91.95106245975532
SUKHIPUR,1958,10040,4756,5284,5.127681307456588,90.00757002271007
TENUWAPATTI,750,4240,2034,2206,5.653333333333333,92.20308250226654
THALAHA KATAHA,821,4430,2106,2324,5.395858708891596,90.61962134251291
TULSIPUR,689,4077,2076,2001,5.917271407837446,103.74812593703149
VIDHYANAGAR,793,4974,2496,2478,6.272383354350567,100.726392251816
