VDC/MUNICIPALITY,TAP_PIPED,TUBEWELL,COVERED_WELL,UNCOVERED_WELL,SPOUT_WATER,RIVER_STREAM,OTHERS,NOT_STATED
KRISHNAPUR BIRTA,1,703,0,0,0,0,30,2
KUSHAHALAXININIYA,3,643,0,2,0,0,21,0
LAGADI GADIYANI,66,810,1,0,0,0,100,13
LAGADIGOTH,1,594,1,0,0,0,9,9
LAHAN MUNICIPALITY,1807,4489,56,37,11,5,16,58
LALPUR,6,164,89,500,0,0,0,3
LAXMINIYA,3,792,0,1,0,0,0,1
LAXMIPUR (PRA.MA.),1,700,1,2,0,0,22,2
LAXMIPUR PATARI,1,832,0,0,0,0,0,0
MADAR,249,1395,6,6,1,0,61,7
MAHADEWA PORTAHA,2,718,1,1,0,0,1,7
MAHANAUR,12,977,4,1,0,0,53,13
MAHESHPUR GAMHARIA,2,828,1,2,0,0,2,3
MAHESHPUR PATARI,21,714,0,0,0,0,12,6
MAJHAULIYA,5,837,2,1,0,0,7,6
MAJHAURA,4,925,1,6,1,0,0,9
MALHANIYA GAMHARIA,2,449,1,3,0,0,1,0
MALHANIYAKHORI,11,787,0,3,0,1,2,6
MAUWAHI,2,595,0,0,0,0,0,0
BHEDIA,21,701,2,1,0,1,79,17
MOHANPUR KAMALPUR,3,951,2,7,0,0,18,5
MUKSAR,19,82,0,582,1,15,0,4
NAHARA RIGOUL,1,966,5,0,0,0,0,3
NARAHA BALKAWA,7,795,0,2,50,0,4,10
NAVARAJPUR,0,1431,1,15,0,0,16,6
PADARIYA THARUTOL,46,992,2,1,0,1,99,6
PIPRA PRA.DHA,20,605,0,0,0,0,42,8
PIPRA PRA.PI,1,1043,3,47,0,2,15,31
POKHARBHINDA,4,635,0,2,0,0,0,4
RAGHOPUR,3,703,1,0,2,0,14,15
RAJPUR,8,950,1,7,0,0,0,3
RAMNAGAR MIRCHAIYA,172,2328,7,10,1,8,31,23
RAMPUR BIRTA,16,935,1,5,2,1,1,3
SAKHUWANANKARKATTI,0,578,0,5,1,0,0,0
SANHAITHA,3,1023,1,8,0,0,1,0
SARSWAR,1,1183,1,1,0,0,31,4
SIKRON,5,571,0,2,0,0,5,7
SILORBA PACHHAWARI,3,880,5,14,1,0,5,2
SIRAHA MUNICIPALITY,496,4666,9,7,2,0,166,54
SISAWANI,3,894,1,2,0,0,81,12
SITAPUR PRA.DA.,1,1085,2,2,0,0,1,4
SITAPUR PRA.RA.,1,824,1,9,1,0,29,6
SONMATI MAJHAURA,5,728,0,1,0,0,7,4
SOTHIYAN,4,647,1,8,0,0,55,3
SUKHACHINA,0,516,0,0,0,0,0,8
SUKHIPUR,3,1917,1,25,0,1,1,10
TENUWAPATTI,1,738,0,1,1,0,4,5
THALAHA KATAHA,8,804,1,6,0,0,0,2
TULSIPUR,3,667,1,11,0,0,0,7
VIDHYANAGAR,2,759,0,23,0,0,6,3
TOTAL,6446,99370,404,8098,145,753,1786,927
