VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
NARAYAN MUNICIPALITY,280,149,131,5188,2751,2437,2872,1563,1309,2012,1088,924,1372,738,634,1042,559,483,359,252,107,121,92,29,12,6,6,479,132,347,110,59,51
NAULE KATUWAL,110,55,55,1203,659,544,614,355,259,331,205,126,140,93,47,55,40,15,8,6,2,1,1,0,0,0,0,135,62,73,3,3,0
NEPA,68,33,35,1399,739,660,648,362,286,311,198,113,76,51,25,75,51,24,13,13,0,4,4,0,4,2,2,68,30,38,0,0,0
NAUMULE,50,23,27,571,289,282,234,141,93,75,44,31,38,25,13,31,23,8,1,1,0,0,0,0,0,0,0,48,18,30,0,0,0
DWARI,10,5,5,973,574,399,339,213,126,107,69,38,41,29,12,28,18,10,1,1,0,5,1,4,0,0,0,75,19,56,19,12,7
PADUKASTHAN,103,53,50,1340,689,651,578,348,230,390,264,126,91,54,37,141,93,48,27,17,10,7,7,0,1,0,1,291,172,119,10,5,5
PAGNATH,37,20,17,713,359,354,325,173,152,186,106,80,178,102,76,83,51,32,15,13,2,8,8,0,5,3,2,27,12,15,8,4,4
PILADI,1,1,0,697,360,337,374,204,170,300,196,104,260,152,108,95,65,30,10,9,1,8,7,1,1,1,0,118,61,57,30,19,11
PIPALKOT,215,100,115,922,502,420,298,193,105,91,67,24,56,42,14,76,60,16,5,5,0,1,1,0,1,1,0,53,29,24,7,5,2
CHHIUDI PUSAKOT,68,36,32,1277,714,563,638,373,265,331,203,128,109,69,40,110,70,40,14,11,3,0,0,0,2,0,2,104,38,66,13,4,9
RAKAM KARNALI,125,67,58,754,395,359,300,181,119,108,75,33,114,83,31,72,60,12,16,13,3,0,0,0,0,0,0,88,23,65,4,1,3
RANIBAN,91,41,50,1239,648,591,564,282,282,298,178,120,177,101,76,49,35,14,9,8,1,3,2,1,5,2,3,43,20,23,4,1,3
RAWATKOT,191,98,93,1389,753,636,696,410,286,261,156,105,251,159,92,66,42,24,12,11,1,3,3,0,2,2,0,60,31,29,4,3,1
RUMA,52,24,28,737,398,339,307,164,143,107,63,44,84,40,44,44,25,19,6,4,2,1,1,0,5,2,3,45,17,28,8,4,4
SALLERI,120,73,47,1281,645,636,510,291,219,161,92,69,120,70,50,36,21,15,8,6,2,1,0,1,1,1,0,18,2,16,4,2,2
SATTALA,228,107,121,1246,693,553,438,287,151,144,112,32,141,109,32,63,48,15,17,16,1,4,4,0,0,0,0,88,37,51,8,5,3
SERI,54,27,27,723,355,368,326,187,139,193,104,89,37,24,13,20,9,11,7,2,5,1,0,1,1,0,1,16,4,12,0,0,0
SIGAUDI,259,123,136,1334,761,573,528,369,159,197,144,53,148,124,24,84,69,15,17,16,1,6,6,0,3,2,1,78,54,24,17,6,11
SINHASAIN,363,182,181,1640,914,726,549,331,218,198,128,70,160,120,40,111,87,24,19,15,4,3,3,0,2,1,1,35,23,12,7,2,5
TILEPATA,198,108,90,1391,727,664,520,341,179,216,163,53,149,113,36,126,95,31,29,27,2,1,1,0,1,1,0,49,27,22,5,3,2
TOLI,110,49,61,1110,614,496,483,256,227,207,110,97,76,36,40,94,52,42,26,17,9,11,8,3,0,0,0,31,5,26,4,2,2
TOLIJAISI,213,115,98,1596,885,711,559,354,205,223,155,68,164,127,37,132,92,40,20,17,3,4,3,1,0,0,0,139,95,44,1,1,0
INSTITUTIONAL,2,0,2,62,52,10,331,324,7,216,213,3,234,230,4,32,32,0,15,15,0,2,2,0,0,0,0,19,19,0,1,1,0
