VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
GOVINDAPUR,443,2897,1465,1432,6.539503386004514,102.30446927374301
HARIHARPUR (NAU.TA.JA.),709,4758,2432,2326,6.710860366713681,104.55717970765261
HARIHARPUR BIRTA,406,2969,1527,1442,7.312807881773399,105.89459084604715
HARPATAGUNJ,616,4449,2360,2089,7.222402597402597,112.97271421732886
HARPUR,1007,6139,3135,3004,6.096325719960278,104.36085219707056
JAGARNATHPUR,1067,6741,3508,3233,6.317713214620431,108.50603154964429
JAIMANGALAPUR,810,5398,2721,2677,6.664197530864198,101.64363093014568
JANAKITOLA,616,4402,2200,2202,7.146103896103896,99.90917347865576
JEETPUR,952,5160,2529,2631,5.420168067226891,96.12314709236031
JHOUWA GUTHI,993,6362,3287,3075,6.406847935548842,106.89430894308943
KAUWA BAN KATAIYA,642,4882,2516,2366,7.604361370716511,106.33981403212172
LAHAWARTHAKARI,523,4038,2129,1909,7.720841300191204,111.52435830277632
LAKHANPUR,757,4962,2611,2351,6.554821664464994,111.05912377711613
LAL PARSA,616,4478,2324,2154,7.26948051948052,107.89229340761375
LANGADI,525,3421,1739,1682,6.516190476190476,103.38882282996434
LIPANI BIRTA,970,6938,3695,3243,7.152577319587629,113.93771199506631
MADHUBAN MATHAUL,1246,6783,3394,3389,5.443820224719101,100.14753614635585
MAHADEVPATTI,1207,7174,3700,3474,5.943661971830986,106.5054691997697
MAHUWAN,761,4837,2472,2365,6.35611038107753,104.52431289640592
MAINPUR (PAKAHA),477,3232,1695,1537,6.7756813417190775,110.27976577748862
MANIYARI,934,6627,3405,3222,7.095289079229122,105.67970204841713
MASIHANI,968,6081,3177,2904,6.2820247933884295,109.400826446281
BHIKHAMPUR,708,4674,2404,2270,6.601694915254237,105.90308370044053
MIRJAPUR,690,4229,2189,2040,6.128985507246377,107.30392156862744
MUDALI,823,5850,3064,2786,7.108140947752126,109.97846374730797
NAGARDAHA,485,3583,1852,1731,7.387628865979382,106.9901790872328
NICHUTA,1060,6620,3363,3257,6.245283018867925,103.25452870739944
NIRMAL BASTI,2055,9772,4773,4999,4.755231143552312,95.47909581916383
PACHARUKHI,792,5588,2869,2719,7.055555555555555,105.51673409341669
PARSAUNI BIRTA,735,5001,2620,2381,6.8040816326530615,110.0377992440151
PRASAUNI MATHA,866,6151,3135,3016,7.102771362586605,103.94562334217508
PIDARIGUTHI,817,5159,2618,2541,6.314565483476132,103.03030303030303
POKHARIYA,1015,6995,3558,3437,6.891625615763547,103.52051207448356
PRASURAMPUR,409,2925,1525,1400,7.15158924205379,108.92857142857142
RAMGADHAWA,996,6668,3642,3026,6.694779116465863,120.35690680766689
RAMNAGARI,510,3333,1692,1641,6.535294117647059,103.10786106032907
SABAITHAWA,680,4487,2273,2214,6.598529411764706,102.66485998193315
SAKHUWA PRASAUNI,1204,6718,3342,3376,5.579734219269103,98.99289099526067
SAMJHAUTA,992,6995,3617,3378,7.051411290322581,107.07519242155121
SHANKAR SARAIYA,771,4070,2011,2059,5.278858625162127,97.66877124817873
SEDHAWA,609,3266,1590,1676,5.362889983579639,94.86873508353221
SHIBARWA,933,6491,3384,3107,6.957127545551983,108.91535242999679
SIRSIYA KHALWATOLA,828,5932,3114,2818,7.164251207729468,110.50390347764372
SONBARSA,1114,7158,3664,3494,6.425493716337522,104.86548368631941
SREESIYA (NAU.TA.JA.),527,3356,1720,1636,6.368121442125237,105.13447432762837
SUBARNAPUR,774,3452,1582,1870,4.459948320413437,84.59893048128342
SUGAULI BIRTA,898,6176,3036,3140,6.877505567928731,96.68789808917198
SUGAULI PARTEWA,1046,5765,2852,2913,5.511472275334608,97.90593889461037
SUPAULI,578,3095,1537,1558,5.354671280276817,98.65211810012838
SURJAHA,632,4156,2231,1925,6.575949367088608,115.8961038961039
THORI,1418,7173,3477,3696,5.058533145275035,94.07467532467533
TULASI BARWA,662,4314,2187,2127,6.516616314199395,102.82087447108603
UDAYAPUR GHURMI,1085,7163,3770,3393,6.60184331797235,111.11111111111111
VAURATAR,1333,9233,4863,4370,6.926481620405101,111.28146453089245
