VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
BIRGUNJ SUB-METROPOLITAN CITY,3246,1783,1463,30054,16203,13851,17610,9739,7871,11656,7135,4521,11304,6696,4608,11295,7298,3997,8151,5819,2332,2150,1615,535,137,77,60,512,222,290,624,317,307
BIRWAGUTHI,365,194,171,2755,1499,1256,1415,901,514,726,444,282,512,302,210,304,182,122,84,61,23,26,21,5,3,2,1,82,55,27,72,43,29
BISHRAMPUR,81,51,30,1306,767,539,669,468,201,379,292,87,85,63,22,104,83,21,56,52,4,6,6,0,1,1,0,0,0,0,30,18,12
CHORNI,185,92,93,2336,1363,973,823,568,255,424,271,153,160,100,60,267,165,102,141,97,44,25,20,5,2,2,0,111,90,21,19,9,10
DEUKHANA,38,27,11,1118,655,463,319,192,127,288,225,63,90,76,14,131,92,39,20,17,3,2,2,0,4,2,2,3,1,2,85,59,26
DHAUBINI,39,23,16,1076,611,465,354,272,82,166,132,34,57,45,12,38,35,3,19,18,1,2,2,0,0,0,0,3,3,0,4,2,2
DHORE,8,2,6,1121,629,492,438,289,149,224,159,65,172,120,52,83,63,20,66,59,7,4,4,0,0,0,0,0,0,0,9,6,3
GADI,30,18,12,992,572,420,469,300,169,264,173,91,116,65,51,87,61,26,48,32,16,7,6,1,0,0,0,103,59,44,6,3,3
GAMHARIYA,72,41,31,788,491,297,340,217,123,193,158,35,38,29,9,66,60,6,21,21,0,2,2,0,2,2,0,5,3,2,18,14,4
GHAUDHDAUR PIPARA,104,60,44,711,428,283,282,197,85,127,104,23,49,40,9,31,26,5,17,16,1,4,4,0,0,0,0,5,2,3,4,1,3
GOVINDAPUR,10,6,4,728,450,278,291,220,71,116,95,21,9,9,0,43,33,10,9,8,1,5,5,0,0,0,0,23,18,5,1,1,0
HARIHARPUR (NAU.TA.JA.),6,4,2,1264,760,504,372,283,89,119,91,28,81,73,8,65,57,8,11,11,0,9,8,1,1,1,0,0,0,0,11,6,5
HARIHARPUR BIRTA,18,8,10,599,341,258,366,238,128,161,135,26,144,113,31,46,41,5,37,29,8,1,1,0,0,0,0,5,3,2,20,12,8
HARPATAGUNJ,155,85,70,1236,773,463,450,306,144,235,191,44,135,99,36,86,76,10,47,41,6,12,12,0,1,0,1,1,0,1,4,2,2
HARPUR,140,69,71,1403,825,578,687,469,218,200,143,57,140,98,42,52,38,14,39,28,11,1,1,0,2,1,1,27,12,15,15,8,7
JAGARNATHPUR,48,22,26,1620,975,645,507,328,179,155,130,25,39,33,6,83,68,15,12,12,0,0,0,0,3,1,2,14,12,2,28,19,9
JAIMANGALAPUR,7,6,1,1156,705,451,369,259,110,181,146,35,82,61,21,24,16,8,8,7,1,2,2,0,1,1,0,1,0,1,19,9,10
JANAKITOLA,2,1,1,1119,647,472,316,221,95,114,91,23,27,20,7,32,24,8,13,12,1,1,1,0,3,3,0,1,1,0,9,7,2
JEETPUR,145,75,70,1461,841,620,494,300,194,201,136,65,145,103,42,75,53,22,20,19,1,4,3,1,5,4,1,36,6,30,6,5,1
JHOUWA GUTHI,91,65,26,1394,811,583,690,437,253,307,222,85,220,178,42,104,91,13,47,44,3,8,6,2,5,1,4,10,4,6,8,4,4
KAUWA BAN KATAIYA,172,87,85,1373,830,543,362,262,100,153,122,31,30,21,9,46,36,10,15,14,1,2,2,0,12,8,4,99,35,64,3,1,2
LAHAWARTHAKARI,50,24,26,1036,641,395,378,277,101,169,143,26,99,82,17,58,48,10,15,13,2,9,9,0,9,7,2,6,3,3,0,0,0
LAKHANPUR,24,14,10,521,329,192,227,163,64,94,76,18,94,73,21,42,32,10,19,19,0,1,1,0,3,1,2,5,4,1,4,1,3
LAL PARSA,38,26,12,983,585,398,440,316,124,173,138,35,88,68,20,45,31,14,24,24,0,2,2,0,0,0,0,20,12,8,0,0,0
LANGADI,115,62,53,855,516,339,362,264,98,129,105,24,118,89,29,43,35,8,16,15,1,1,1,0,0,0,0,1,1,0,5,4,1
LIPANI BIRTA,166,91,75,1616,928,688,806,540,266,531,394,137,76,61,15,158,128,30,84,74,10,3,3,0,4,2,2,14,10,4,3,3,0
MADHUBAN MATHAUL,183,90,93,1616,947,669,705,439,266,378,245,133,150,94,56,142,90,52,18,15,3,4,4,0,2,1,1,105,81,24,6,6,0
MAHADEVPATTI,348,193,155,1940,1192,748,524,348,176,186,127,59,151,103,48,49,28,21,20,15,5,5,3,2,2,1,1,36,13,23,1,1,0
MAHUWAN,4,2,2,1189,662,527,518,328,190,273,193,80,84,68,16,88,65,23,34,32,2,2,2,0,0,0,0,0,0,0,2,1,1
MAINPUR (PAKAHA),16,14,2,887,513,374,365,240,125,157,122,35,22,17,5,61,54,7,22,22,0,3,3,0,7,4,3,1,0,1,0,0,0
MANIYARI,33,20,13,1647,1016,631,600,444,156,254,203,51,129,96,33,63,52,11,38,34,4,11,11,0,1,0,1,1,1,0,0,0,0
MASIHANI,1,1,0,1322,809,513,535,430,105,206,168,38,59,53,6,60,51,9,11,11,0,5,5,0,2,1,1,0,0,0,14,3,11
BHIKHAMPUR,29,17,12,1290,698,592,437,312,125,131,107,24,164,140,24,65,58,7,19,19,0,6,5,1,0,0,0,5,4,1,30,16,14
MIRJAPUR,26,16,10,1033,567,466,358,265,93,140,106,34,137,103,34,49,37,12,29,22,7,6,6,0,1,1,0,4,4,0,9,0,9
MUDALI,40,23,17,1113,624,489,407,285,122,205,174,31,153,115,38,80,69,11,19,19,0,2,2,0,0,0,0,74,54,20,165,105,60
NAGARDAHA,7,4,3,759,458,301,324,220,104,142,110,32,97,69,28,82,70,12,41,34,7,4,3,1,0,0,0,4,2,2,19,9,10
NICHUTA,207,115,92,1640,955,685,507,375,132,243,187,56,102,78,24,94,74,20,43,42,1,12,9,3,2,1,1,47,29,18,10,5,5
NIRMAL BASTI,266,144,122,2417,1264,1153,1456,823,633,724,425,299,350,216,134,199,110,89,62,44,18,22,19,3,13,3,10,312,165,147,28,15,13
PACHARUKHI,47,29,18,977,610,367,435,297,138,190,141,49,43,27,16,40,27,13,13,8,5,3,3,0,1,0,1,36,22,14,0,0,0
PARSAUNI BIRTA,112,67,45,1108,686,422,485,354,131,223,176,47,133,101,32,84,70,14,29,27,2,3,3,0,1,1,0,92,71,21,19,12,7
PRASAUNI MATHA,120,57,63,1090,626,464,436,309,127,217,169,48,120,86,34,97,77,20,26,20,6,8,7,1,2,1,1,85,60,25,7,4,3
PIDARIGUTHI,185,107,78,1125,694,431,285,213,72,116,99,17,35,29,6,18,16,2,6,6,0,3,3,0,3,2,1,6,3,3,10,5,5
POKHARIYA,236,110,126,1712,980,732,671,480,191,320,267,53,227,177,50,144,121,23,62,55,7,11,10,1,1,1,0,2,2,0,5,4,1
PRASURAMPUR,46,28,18,756,474,282,416,291,125,186,131,55,66,48,18,50,39,11,30,24,6,3,3,0,1,0,1,22,11,11,0,0,0
RAMGADHAWA,169,101,68,1925,1125,800,845,576,269,570,439,131,127,95,32,187,149,38,89,73,16,19,17,2,2,0,2,20,11,9,1,0,1
RAMNAGARI,136,71,65,811,456,355,407,273,134,121,87,34,66,52,14,68,59,9,18,17,1,1,1,0,0,0,0,16,7,9,2,1,1
SABAITHAWA,46,19,27,985,552,433,437,302,135,233,176,57,149,111,38,128,111,17,20,18,2,1,1,0,2,2,0,24,21,3,34,19,15
SAKHUWA PRASAUNI,95,49,46,1671,986,685,638,407,231,289,210,79,128,72,56,68,49,19,17,14,3,6,6,0,1,1,0,0,0,0,2,1,1
SAMJHAUTA,647,421,226,1112,657,455,501,349,152,217,179,38,132,102,30,84,68,16,22,18,4,9,8,1,5,4,1,54,42,12,3,2,1
SHANKAR SARAIYA,190,101,89,1141,708,433,306,200,106,143,90,53,70,44,26,26,19,7,8,8,0,0,0,0,0,0,0,30,20,10,2,2,0
SEDHAWA,47,19,28,830,455,375,313,215,98,102,71,31,85,64,21,46,34,12,7,6,1,0,0,0,4,2,2,18,3,15,2,0,2
SHIBARWA,2,1,1,1791,1107,684,444,341,103,195,160,35,93,75,18,41,32,9,14,12,2,0,0,0,3,1,2,0,0,0,9,9,0
SIRSIYA KHALWATOLA,37,25,12,1560,922,638,623,438,185,346,265,81,104,78,26,69,55,14,39,36,3,3,3,0,2,2,0,5,0,5,10,4,6
SONBARSA,182,102,80,1204,711,493,487,355,132,289,210,79,98,71,27,71,53,18,9,8,1,2,2,0,2,1,1,68,44,24,10,7,3
SREESIYA (NAU.TA.JA.),28,1,27,758,470,288,242,174,68,183,142,41,29,23,6,66,57,9,24,22,2,6,6,0,0,0,0,3,2,1,12,8,4
SUBARNAPUR,84,43,41,771,397,374,565,290,275,354,204,150,169,83,86,85,36,49,4,4,0,2,2,0,4,3,1,134,68,66,2,2,0
SUGAULI BIRTA,351,188,163,1895,1005,890,638,417,221,153,116,37,162,115,47,85,63,22,25,22,3,5,5,0,6,4,2,6,3,3,8,2,6
SUGAULI PARTEWA,9,6,3,1486,849,637,469,294,175,302,211,91,82,52,30,61,35,26,12,11,1,3,3,0,15,12,3,10,8,2,37,24,13
SUPAULI,37,19,18,884,528,356,259,158,101,136,88,48,43,33,10,56,34,22,26,13,13,6,5,1,2,2,0,59,27,32,4,3,1
SURJAHA,39,23,16,994,588,406,501,359,142,214,174,40,95,78,17,67,58,9,25,22,3,1,1,0,0,0,0,2,1,1,9,5,4
THORI,236,137,99,1930,1021,909,1167,652,515,499,289,210,500,291,209,145,78,67,47,33,14,11,11,0,2,1,1,403,174,229,3,1,2
TULASI BARWA,81,40,41,1138,709,429,337,262,75,108,83,25,92,67,25,39,33,6,7,7,0,0,0,0,28,6,22,30,21,9,3,2,1
UDAYAPUR GHURMI,34,18,16,1720,1072,648,466,333,133,321,244,77,51,38,13,115,91,24,33,27,6,9,7,2,1,0,1,54,38,16,3,1,2
VAURATAR,8,4,4,1889,1093,796,770,534,236,425,341,84,96,80,16,109,90,19,65,55,10,13,11,2,1,1,0,22,19,3,15,8,7
INSTITUTIONAL,11,10,1,440,415,25,773,756,17,502,493,9,567,418,149,437,306,131,58,58,0,13,13,0,2,2,0,14,14,0,1,1,0
