VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
KOLATI BHUMLU,316,1322,598,724,4.1835443037974684,82.59668508287292
KOSHIDEKHA,461,1761,781,980,3.819956616052061,79.6938775510204
KURUWAS CHAPAKHORI,584,2753,1346,1407,4.714041095890411,95.66453447050462
KUSHADEVI,1549,7114,3264,3850,4.592640413169787,84.77922077922078
MACHCHHEGAUN,1263,6110,2767,3343,4.837688044338876,82.76996709542327
MADAN KUNDARI,478,1897,825,1072,3.9686192468619246,76.9589552238806
MAHADEVSTHAN MANDAN,1873,8166,3890,4276,4.359850507207688,90.97287184284379
MAHADEVTAR,381,2083,1000,1083,5.467191601049869,92.33610341643582
MAHANKAL CHAUR,787,3470,1533,1937,4.4091486658195675,79.14300464636035
MAHENDRA JYOTI,661,3409,1660,1749,5.157337367624811,94.91137793024585
MAJHI FEDA,627,2669,1225,1444,4.2567783094098885,84.8337950138504
MANGALTAR,786,3737,1757,1980,4.754452926208652,88.73737373737373
MATHURAPATI FULBARI,973,4458,2079,2379,4.5817060637204525,87.38965952080706
METHINKOT,1055,4721,2125,2596,4.474881516587677,81.85670261941448
MILCHE,447,2693,1366,1327,6.024608501118569,102.93896006028635
NAGRE GAGARCHE,479,2237,1039,1198,4.670146137787056,86.72787979966611
UGRACHANDI NALA,1444,7198,3550,3648,4.984764542936288,97.31359649122807
NASIKASTHAN SANGA,1305,6121,2935,3186,4.690421455938697,92.1217827997489
NAYAGAUN DEUPUR,951,4417,1984,2433,4.644584647739222,81.54541718043568
PANAUTI MUNICIPALITY,5943,27358,13091,14267,4.603398956755847,91.75720193453424
PANCHKHAL,2766,12339,5897,6442,4.460954446854664,91.53989444271964
PATALEKHET,806,4009,1946,2063,4.97394540942928,94.32864760058168
POKHARI CHAURI,648,3176,1344,1832,4.901234567901234,73.36244541484717
POKHARI NARAYANSTHAN,647,2945,1379,1566,4.551777434312211,88.05874840357599
PURANOGAUN DAPCHA,443,1988,917,1071,4.487584650112867,85.62091503267973
RAVI OPI,923,4315,2014,2301,4.674972914409534,87.52716210343328
RYALE,977,4302,1855,2447,4.403275332650972,75.80711074785451
SALDHARA,461,2646,1245,1401,5.739696312364425,88.86509635974305
SALLE BHUMLU,489,1763,792,971,3.605316973415133,81.5653964984552
SALMECHAKALA (TALDHUNGA),312,1721,829,892,5.516025641025641,92.9372197309417
SANKHUPATI CHOUR,722,3372,1584,1788,4.670360110803324,88.59060402684564
SANOWANGTHALI,343,1509,736,773,4.399416909620991,95.21345407503235
SAPING,786,3246,1472,1774,4.129770992366412,82.97632468996618
SARADA BATASE,511,2368,1092,1276,4.634050880626223,85.57993730407524
SARAMTHALI,239,1071,518,553,4.481171548117155,93.67088607594937
SARASYUNKHARK,1095,5316,2531,2785,4.854794520547945,90.87971274685816
SATHIGHAR BHAGAWATI,650,2657,1243,1414,4.087692307692308,87.90664780763791
SIKHAR AMBOTE,850,3711,1734,1977,4.365882352941177,87.70864946889226
SIMALCHOUR SYAMPATI,832,3819,1750,2069,4.590144230769231,84.5819236346061
SIMTHALI,350,1731,854,877,4.945714285714286,97.37742303306727
SIPALI CHILAUNE,574,2878,1390,1488,5.013937282229965,93.41397849462365
SISAKHANI,344,1754,819,935,5.098837209302325,87.59358288770053
THULO PARSEL,578,2476,1126,1350,4.283737024221454,83.4074074074074
TUKUCHA NALA,1029,4907,2305,2602,4.7687074829931975,88.58570330514989
UGRATARA JANAGAL,1634,6953,3464,3489,4.255201958384333,99.28346231011751
