VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
KABILASI,1882,11960,6252,5708,6.354941551540914,109.53048353188508
KALINJOR,991,5388,2694,2694,5.4369323915237135,100
KARMAIYA,1794,9114,4483,4631,5.080267558528428,96.80414597279206
KHIRWA,1876,11819,6166,5653,6.300106609808102,109.07482752520785
KHORIYA,733,4711,2421,2290,6.427012278308322,105.72052401746726
KHUTAUNA,766,4893,2466,2427,6.3877284595300265,101.60692212608157
KISANPUR,886,5506,2795,2711,6.214446952595937,103.09848764293619
KAUDENA,1212,7546,3752,3794,6.226072607260726,98.8929889298893
LALBANDI,3295,14583,7100,7483,4.425796661608498,94.88173192569825
LAUKATH,1129,6737,3407,3330,5.967227635075288,102.3123123123123
LAXMIPUR KODRAHA,1460,9697,4802,4895,6.641780821917808,98.10010214504597
LAXMIPUR SU.,888,5760,2993,2767,6.486486486486487,108.16769063968196
MADHUBANGOTH,951,5942,3005,2937,6.2481598317560465,102.31528770854614
MADHUBANI,751,4258,2246,2012,5.669773635153129,111.63021868787277
MAHINATHPUR,610,3588,1872,1716,5.881967213114754,109.09090909090908
BHELHI,754,4584,2422,2162,6.0795755968169765,112.0259019426457
MALANGAWA MUNICIPALITY,4433,25102,12956,12146,5.662531017369727,106.66886217684835
MANPUR,1352,8891,4600,4291,6.576183431952662,107.2011186203682
MIRJAPUR,739,4588,2387,2201,6.2083897158322054,108.45070422535213
MOHANPUR,1033,6880,3508,3372,6.660212971926428,104.03321470937131
MOTIPUR,637,4083,2090,1993,6.409733124018838,104.8670346211741
MURTIYA,1562,9200,4535,4665,5.8898847631242,97.21329046087888
MUSAULI,833,5190,2612,2578,6.230492196878751,101.3188518231187
NARAYAN KHOLA,711,4311,2143,2168,6.063291139240507,98.84686346863468
NARAYANPUR,565,3489,1822,1667,6.175221238938053,109.29814037192563
NETRAGANJ,2091,10223,5003,5220,4.889048302247728,95.84291187739463
NOUKAILAWA,1951,13087,6749,6338,6.707842132239877,106.4846954875355
PARSA,992,6337,3276,3061,6.388104838709677,107.02384841555048
PARWANIPUR,1696,8500,4119,4381,5.011792452830188,94.01963022141064
PATTHARKOT,1516,7431,3536,3895,4.901715039577836,90.78305519897305
PIDARI,917,5557,2845,2712,6.059978189749182,104.90412979351032
PIDARIYA,851,4967,2541,2426,5.836662749706228,104.74031327287716
PIPARIYA,1218,6991,3581,3410,5.739737274220033,105.01466275659823
RAJGHAT,2040,10186,4866,5320,4.993137254901961,91.46616541353384
RAMBAN,841,4950,2565,2385,5.885850178359096,107.54716981132076
RAMNAGAR BAHUARWA,980,6670,3464,3206,6.8061224489795915,108.04741110417966
RANIGANJ,1121,5576,2748,2828,4.974130240856378,97.17114568599717
ROHUWA,520,3102,1611,1491,5.9653846153846155,108.0482897384306
SAKRAUL,749,4974,2628,2346,6.640854472630173,112.02046035805625
SALEMPUR,1247,8117,4239,3878,6.509222133119486,109.3089221248066
SANGRAMPUR,1163,7540,3900,3640,6.48323301805675,107.14285714285714
SANKARPUR,1671,8740,4285,4455,5.230400957510473,96.18406285072952
SASAPUR,1246,6397,3011,3386,5.134028892455858,88.92498523331365
SHREEPUR,758,4804,2476,2328,6.337730870712401,106.3573883161512
SIKHAUNA,793,4943,2471,2472,6.233291298865069,99.95954692556634
SIMARA,1365,8925,4694,4231,6.538461538461538,110.94303947057433
SISOTIYA,1634,9766,4939,4827,5.976744186046512,102.32028174849803
SISOUT,1283,7967,4080,3887,6.209664848012471,104.9652688448675
SAHODAWA,643,4074,2134,1940,6.335925349922239,110.00000000000001
SUDAMA,651,4188,2130,2058,6.433179723502304,103.49854227405248
SUNDARPUR,1086,7552,3908,3644,6.953959484346225,107.24478594950604
SUNDARPUR CHOHARWA,1912,10861,5459,5402,5.680439330543933,101.0551647537949
TRIBHUWAN NAGAR,578,3605,1785,1820,6.237024221453288,98.07692307692307
