VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
NIGAUL,357,992,356,372,14,4,0,3,700,6,68,825,16,2,4
PARAUL,148,977,417,512,20,10,3,36,734,27,92,799,10,0,38
PARSA DEWADH,690,947,413,225,12,7,0,22,493,6,71,717,9,4,27
PARSA PATELI,77,631,362,287,12,5,0,4,489,4,69,550,9,2,1
PASUPATINAGAR,178,660,258,222,11,7,0,12,507,10,63,565,15,1,3
PIGOUNA,89,648,231,427,1,13,1,18,561,4,80,405,6,0,2
PIPRA,505,1120,513,716,171,44,6,53,887,31,173,649,8,43,10
POKHARIBHINDA SAMGRAMPUR,505,433,174,167,9,2,0,5,154,2,45,337,1,0,4
RAGHUNATHPUR,152,837,541,104,1,1,0,7,384,2,85,720,23,0,24
RAMGOPALPUR,707,1299,427,485,97,12,3,64,718,9,131,1010,25,2,49
RAMNAGAR,187,1150,694,556,53,13,0,62,921,21,126,926,46,5,6
RATAULI,65,836,239,497,33,7,1,24,716,2,99,597,8,2,92
SAHASAULA,229,983,296,366,25,6,2,44,756,31,69,668,7,1,57
SAHORAWA,241,835,360,489,11,13,5,20,417,9,80,660,9,5,46
SANDHA,165,617,281,240,43,6,1,17,412,5,76,431,5,3,19
SARPALLO,376,1316,825,761,287,14,0,14,676,32,120,1009,1,2,97
SHAMSI,596,668,332,215,22,11,3,15,532,16,91,433,5,5,9
SHREEPUR,521,1464,819,439,46,24,0,71,712,12,91,1150,67,1,25
SIMARDAHI,222,730,202,266,17,3,1,4,608,4,31,539,2,1,9
SINGYAHI,483,984,571,410,44,9,4,32,571,13,119,725,78,2,5
SISAWAKATAIYA,398,848,263,344,24,7,0,5,472,15,73,703,5,1,44
SONAMA,262,1226,614,383,67,10,2,30,964,13,118,814,2,2,41
SONAMAI,537,1121,591,459,131,13,0,38,597,7,72,800,22,2,4
SONAUL,230,465,162,220,5,4,0,8,361,21,44,338,2,3,2
SUGA VAWANI,169,830,475,359,238,24,3,25,620,10,109,592,1,11,26
SUNDARPUR,624,1636,876,447,32,19,2,47,798,27,125,1208,114,0,53
VAGAHA,659,1720,875,661,16,10,2,18,1232,15,126,1087,2,8,20
