VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
KAJARA RAMAUL,7,2,5,1040,566,474,427,254,173,203,141,62,237,162,75,81,61,20,38,31,7,6,5,1,3,3,0,23,11,12,26,15,11
KANAKPATTI,14,14,0,944,535,409,613,359,254,325,216,109,423,326,97,133,92,41,47,39,8,10,10,0,2,0,2,15,10,5,37,20,17
KHAJURI CHANHA,43,27,16,1231,661,570,658,380,278,390,269,121,143,108,35,126,95,31,38,34,4,4,2,2,2,1,1,19,14,5,18,13,5
KHARIYANI,23,13,10,1579,838,741,727,420,307,373,256,117,194,144,50,81,69,12,55,46,9,12,10,2,11,8,3,2,2,0,6,4,2
KURTHA,31,23,8,1227,697,530,663,407,256,598,418,180,161,121,40,180,132,48,91,76,15,14,12,2,5,3,2,10,4,6,35,22,13
LABATOLI,14,11,3,1156,651,505,655,415,240,305,208,97,215,152,63,115,70,45,63,38,25,9,9,0,0,0,0,4,3,1,89,57,32
LAGMAGADHAGUTHI,77,45,32,1162,672,490,530,318,212,357,262,95,149,96,53,144,101,43,76,64,12,8,8,0,8,5,3,35,11,24,3,3,0
LAKHOURI,4,3,1,598,331,267,276,159,117,188,132,56,103,79,24,51,36,15,17,15,2,5,3,2,6,2,4,2,2,0,23,15,8
LAKKAD,3,2,1,534,323,211,204,130,74,95,69,26,98,66,32,80,55,25,56,43,13,10,8,2,1,1,0,5,3,2,8,5,3
LAXMINIWAS,39,21,18,782,445,337,403,232,171,180,110,70,221,156,65,55,40,15,31,23,8,6,6,0,0,0,0,1,1,0,39,25,14
LAXMIPURBAGEWA,28,17,11,1507,854,653,740,454,286,607,413,194,132,95,37,237,172,65,118,105,13,35,32,3,3,3,0,2,1,1,22,11,11
LOHANA,1,0,1,1191,626,565,476,296,180,300,213,87,288,212,76,166,121,45,127,101,26,28,26,2,3,3,0,36,15,21,4,2,2
MAHUWA (PRA. KHE.),8,2,6,631,363,268,339,211,128,150,103,47,164,125,39,51,36,15,14,14,0,6,5,1,2,2,0,51,33,18,8,4,4
MAHUWA (PRA. KO.),60,36,24,1115,609,506,517,333,184,311,231,80,285,216,69,95,74,21,51,44,7,11,9,2,33,13,20,42,32,10,7,6,1
MAKHANAHA,68,35,33,834,460,374,340,219,121,168,113,55,261,197,64,112,88,24,47,42,5,8,7,1,6,5,1,1477,779,698,59,34,25
MANSHINGPATTI,27,10,17,381,211,170,262,186,76,76,41,35,147,96,51,44,38,6,9,6,3,2,1,1,2,2,0,395,193,202,152,76,76
MACHIJHITKAIYA,16,8,8,1409,821,588,720,430,290,314,216,98,253,192,61,115,91,24,77,65,12,4,4,0,3,1,2,184,138,46,28,17,11
MITHILESHWOR MAUWAHI,13,7,6,763,420,343,381,251,130,303,218,85,65,52,13,90,68,22,46,40,6,6,6,0,7,2,5,0,0,0,7,4,3
MITHILESHWOR NIKAS,25,15,10,1048,595,453,440,263,177,369,279,90,183,147,36,86,68,18,49,47,2,12,12,0,4,3,1,271,177,94,42,18,24
MUKHIYAPATTI MUSAHARNIYA,11,9,2,1197,712,485,537,388,149,281,213,68,55,44,11,59,49,10,34,28,6,3,3,0,0,0,0,14,10,4,11,8,3
NAGARAEEN,71,37,34,910,455,455,692,375,317,537,340,197,321,220,101,442,322,120,172,149,23,35,27,8,8,4,4,1,1,0,22,12,10
NAKATAJHIJH,155,87,68,2014,1120,894,1124,699,425,713,486,227,228,164,64,264,163,101,139,102,37,25,23,2,1,0,1,21,13,8,24,10,14
NANUPATTI,29,17,12,764,418,346,294,178,116,180,137,43,99,66,33,82,63,19,16,10,6,6,6,0,0,0,0,35,27,8,10,6,4
NAUWAKHOR PRASHAHI,1,1,0,1007,575,432,430,297,133,136,85,51,215,149,66,54,41,13,17,14,3,1,1,0,1,1,0,1,1,0,16,8,8
PACHAHARWA,94,47,47,642,376,266,272,151,121,90,70,20,251,205,46,40,29,11,21,20,1,5,5,0,0,0,0,15,9,6,13,7,6
PATANUKA,10,5,5,742,388,354,295,161,134,245,165,80,162,120,42,84,60,24,54,39,15,8,6,2,1,1,0,17,9,8,20,12,8
PATERWA,13,7,6,871,505,366,338,213,125,133,94,39,118,80,38,31,26,5,9,8,1,2,2,0,153,81,72,58,40,18,8,5,3
PAUDESWOR,4,3,1,1115,605,510,610,339,271,365,248,117,207,154,53,143,111,32,54,48,6,17,15,2,0,0,0,18,13,5,5,2,3
PUSPALPUR,35,22,13,648,361,287,347,193,154,182,126,56,61,36,25,54,30,24,12,8,4,1,1,0,0,0,0,185,88,97,16,10,6
RAGHUNATHPUR,86,46,40,2192,1203,989,990,549,441,553,340,213,335,225,110,191,121,70,89,69,20,14,14,0,3,1,2,69,19,50,45,23,22
RAMADAIYA BHAWADI,67,41,26,1191,700,491,683,429,254,344,257,87,225,171,54,141,102,39,63,50,13,25,25,0,3,3,0,7,5,2,180,131,49
SABELA,63,32,31,1889,1056,833,1021,551,470,487,313,174,648,466,182,200,138,62,128,105,23,24,21,3,21,4,17,11,4,7,59,23,36
SAKHUWA MAHENDRANAGAR,452,260,192,3012,1663,1349,1788,968,820,958,585,373,1312,803,509,635,408,227,374,270,104,54,43,11,6,4,2,81,46,35,54,35,19
SAPAHI,80,50,30,2638,1375,1263,771,474,297,565,401,164,207,129,78,153,106,47,71,55,16,21,17,4,5,4,1,28,10,18,56,36,20
SATOSAR,37,22,15,897,488,409,514,303,211,215,146,69,219,147,72,102,77,25,49,44,5,19,16,3,1,1,0,10,3,7,26,15,11
SHANTIPUR,75,35,40,1143,659,484,538,356,182,452,320,132,105,67,38,88,58,30,15,14,1,5,4,1,0,0,0,45,27,18,17,10,7
GIDDHA,33,18,15,862,490,372,493,270,223,285,198,87,282,188,94,105,69,36,72,64,8,20,19,1,4,4,0,0,0,0,5,4,1
SINGYAHI MAIDAN,92,59,33,1366,772,594,762,404,358,364,247,117,374,246,128,160,116,44,84,72,12,20,20,0,6,5,1,10,2,8,17,9,8
SINURJODA,20,9,11,1877,1040,837,853,527,326,546,398,148,206,139,67,125,87,38,50,38,12,11,10,1,4,3,1,5,4,1,41,24,17
SONIGAMA,88,55,33,1356,778,578,632,385,247,337,253,84,282,203,79,126,94,32,47,42,5,8,8,0,6,4,2,44,14,30,75,44,31
SUGA MADHUKARAHI,2,1,1,1273,655,618,444,277,167,304,226,78,172,133,39,62,40,22,26,22,4,7,6,1,1,1,0,7,6,1,77,46,31
SUGA NIKASH,47,27,20,744,386,358,363,211,152,156,103,53,171,136,35,45,25,20,46,38,8,15,12,3,2,1,1,1,0,1,9,6,3
TARAPATTI SIRSIYA,55,30,25,1519,850,669,732,421,311,403,276,127,263,182,81,177,122,55,54,36,18,20,17,3,6,5,1,67,39,28,81,43,38
THADI JHIJA,14,6,8,790,437,353,585,349,236,287,187,100,257,182,75,134,101,33,96,82,14,18,18,0,3,2,1,47,22,25,143,100,43
THILLA YADUWA,61,39,22,643,326,317,250,149,101,84,51,33,134,88,46,50,38,12,30,27,3,5,5,0,0,0,0,24,13,11,3,2,1
TULSI CHAUDA,42,27,15,1249,693,556,646,361,285,330,192,138,582,333,249,203,98,105,47,26,21,6,2,4,1,1,0,174,103,71,22,14,8
TULSIYAHI NIKAS,39,18,21,883,476,407,353,224,129,235,169,66,151,109,42,102,80,22,34,32,2,7,5,2,3,2,1,54,25,29,11,8,3
TULSIYANI JABDI,49,25,24,1072,628,444,494,323,171,220,148,72,242,176,66,108,71,37,32,27,5,10,10,0,2,2,0,103,56,47,36,19,17
UMAPREMPUR,65,39,26,2620,1489,1131,1158,683,475,585,435,150,400,300,100,168,130,38,62,54,8,8,6,2,4,3,1,67,44,23,65,46,19
YADUKUSH,43,27,16,1108,604,504,512,292,220,411,254,157,255,176,79,177,122,55,66,53,13,15,11,4,4,1,3,330,171,159,20,9,11
YAGYABHUMI,360,216,144,3494,1873,1621,1753,963,790,1010,612,398,621,393,228,305,186,119,117,97,20,22,22,0,15,10,5,184,105,79,81,40,41
INSTITUTIONAL,14,12,2,189,185,4,226,224,2,182,181,1,279,271,8,69,64,5,26,25,1,9,9,0,1,1,0,0,0,0,2,2,0
