VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
BHORLETAR,153,88,65,1114,555,559,698,323,375,297,149,148,269,151,118,147,77,70,51,32,19,19,16,3,0,0,0,169,60,109,16,8,8
BHOTE ODAR,252,144,108,1952,983,969,1232,556,676,638,290,348,656,334,322,398,188,210,122,80,42,59,41,18,4,2,2,103,41,62,62,33,29
BHUJUNG,17,11,6,495,267,228,206,105,101,50,27,23,25,17,8,12,8,4,4,3,1,0,0,0,0,0,0,161,40,121,0,0,0
BHULBHULE,37,22,15,807,423,384,422,211,211,150,83,67,125,69,56,49,27,22,7,6,1,0,0,0,1,0,1,57,33,24,3,3,0
BICHAUR,44,23,21,468,225,243,321,156,165,151,84,67,134,82,52,57,36,21,13,9,4,3,2,1,4,1,3,93,48,45,6,2,4
CHAKRATIRTHA,165,91,74,1485,703,782,773,344,429,332,174,158,297,156,141,104,59,45,40,27,13,6,6,0,3,0,3,167,48,119,1,0,1
CHANDISTHAN,45,14,31,528,273,255,333,164,169,184,104,80,147,85,62,50,19,31,17,11,6,2,2,0,1,1,0,23,2,21,18,9,9
CHANDRESHWOR,25,14,11,442,199,243,291,137,154,177,97,80,164,90,74,78,46,32,29,21,8,8,6,2,1,0,1,82,41,41,16,8,8
CHITI,216,114,102,1313,646,667,780,366,414,446,229,217,423,221,202,155,86,69,44,33,11,9,6,3,8,5,3,137,70,67,2,1,1
DHAMILIKUWA,113,58,55,1134,532,602,705,325,380,296,154,142,249,133,116,102,54,48,39,27,12,6,4,2,0,0,0,135,62,73,0,0,0
DHODENI,4,3,1,884,479,405,293,164,129,61,33,28,66,43,23,13,11,2,1,1,0,1,1,0,0,0,0,32,13,19,4,4,0
DHUSENI,1,0,1,333,169,164,244,113,131,104,59,45,101,57,44,32,16,16,7,5,2,1,0,1,1,0,1,86,18,68,1,0,1
DUDHPOKHARI,80,40,40,551,281,270,256,139,117,91,54,37,77,52,25,27,14,13,4,4,0,2,2,0,2,2,0,31,18,13,1,0,1
DURADANDA,54,32,22,467,218,249,279,149,130,140,74,66,150,81,69,64,36,28,32,23,9,8,8,0,1,0,1,156,35,121,0,0,0
FALENI,30,17,13,441,247,194,130,80,50,40,19,21,12,8,4,8,7,1,1,1,0,0,0,0,1,1,0,5,1,4,0,0,0
GAUNDA,38,23,15,717,348,369,377,198,179,132,76,56,110,65,45,28,14,14,6,6,0,1,1,0,0,0,0,142,77,65,4,3,1
GAUNSHAHAR,270,139,131,1633,835,798,994,450,544,616,322,294,543,270,273,269,128,141,76,51,25,21,18,3,3,1,2,188,53,135,6,1,5
GHANPOKHARA,105,52,53,729,397,332,304,156,148,143,80,63,91,55,36,49,33,16,4,3,1,1,1,0,1,0,1,53,32,21,1,0,1
GHERMU,71,37,34,533,298,235,205,102,103,65,40,25,55,38,17,28,18,10,1,1,0,4,4,0,2,1,1,143,50,93,0,0,0
GILUNNG,2,0,2,508,270,238,213,90,123,68,32,36,81,44,37,14,6,8,7,4,3,3,3,0,0,0,0,23,14,9,0,0,0
HILETAKSAR,19,12,7,510,248,262,259,119,140,157,76,81,80,43,37,38,19,19,6,3,3,1,1,0,0,0,0,1,0,1,5,1,4
ILAMPOKHARI,26,14,12,757,395,362,365,202,163,104,49,55,83,48,35,21,10,11,2,2,0,0,0,0,0,0,0,140,62,78,9,7,2
ISHANESHWOR,102,51,51,724,347,377,424,199,225,196,110,86,231,121,110,134,73,61,43,26,17,13,12,1,1,1,0,115,44,71,57,29,28
JITA,55,31,24,444,225,219,338,142,196,212,124,88,162,93,69,61,39,22,16,14,2,4,4,0,0,0,0,225,92,133,2,1,1
KARAPU,46,30,16,579,308,271,285,136,149,114,69,45,109,63,46,42,24,18,7,5,2,1,1,0,0,0,0,115,61,54,3,1,2
KHUDI,93,55,38,984,486,498,454,221,233,197,97,100,142,75,67,56,36,20,10,7,3,2,2,0,6,3,3,69,34,35,2,1,1
KOLKI,6,3,3,492,263,229,246,116,130,79,40,39,50,25,25,36,23,13,3,2,1,0,0,0,1,1,0,53,14,39,2,1,1
KUNCHHA,25,17,8,433,223,210,321,147,174,161,82,79,158,86,72,52,29,23,13,10,3,8,7,1,0,0,0,67,32,35,1,1,0
MALING,7,4,3,348,173,175,171,93,78,75,42,33,37,25,12,20,10,10,7,4,3,0,0,0,2,0,2,13,7,6,8,3,5
MOHORIYAKOT,30,20,10,702,372,330,374,163,211,120,68,52,106,53,53,41,21,20,10,6,4,6,3,3,2,2,0,18,7,11,2,1,1
NALMA,51,30,21,531,294,237,276,149,127,129,73,56,73,48,25,17,6,11,4,4,0,1,1,0,0,0,0,114,42,72,1,0,1
NAUTHAR,58,26,32,618,319,299,278,144,134,110,62,48,74,30,44,20,13,7,7,3,4,0,0,0,0,0,0,59,25,34,2,0,2
NETA,48,29,19,399,169,230,271,117,154,154,87,67,121,60,61,36,20,16,13,11,2,2,2,0,1,1,0,158,81,77,1,1,0
PACHOK,108,76,32,614,297,317,317,159,158,131,71,60,59,32,27,19,10,9,6,5,1,1,1,0,0,0,0,88,49,39,3,1,2
PAREWADANDA,89,45,44,645,312,333,383,172,211,220,108,112,205,105,100,94,48,46,37,27,10,2,1,1,0,0,0,51,16,35,0,0,0
PASAGAUN,106,48,58,423,202,221,203,100,103,59,29,30,63,38,25,18,10,8,6,6,0,1,0,1,2,2,0,196,90,106,2,2,0
PURANKOT,16,8,8,269,140,129,226,123,103,82,47,35,72,48,24,38,20,18,6,2,4,2,2,0,2,1,1,114,31,83,1,0,1
PYARJUNG,36,17,19,508,275,233,295,140,155,133,84,49,37,23,14,34,22,12,10,7,3,1,1,0,0,0,0,71,26,45,3,2,1
RAMGHA,46,32,14,896,405,491,586,276,310,305,162,143,212,114,98,115,65,50,26,20,6,8,8,0,1,0,1,75,24,51,1,0,1
SAMIBHANJYANG,10,3,7,391,194,197,322,179,143,126,74,52,115,70,45,53,34,19,15,14,1,6,5,1,1,0,1,104,59,45,0,0,0
SHREE BHANJYANG,42,24,18,421,192,229,184,89,95,129,64,65,88,55,33,51,33,18,12,10,2,6,6,0,2,2,0,126,64,62,2,2,0
SIMPANI,52,19,33,853,434,419,481,223,258,222,110,112,178,99,79,96,47,49,18,14,4,7,6,1,0,0,0,77,38,39,5,4,1
SINDURE,7,1,6,385,194,191,230,101,129,93,44,49,88,49,39,13,6,7,11,5,6,1,1,0,1,0,1,44,20,24,0,0,0
SUNDARBAZAR,283,127,156,1648,812,836,1142,519,623,681,315,366,593,288,305,290,122,168,116,75,41,45,35,10,2,1,1,337,125,212,9,5,4
SURYAPAL,40,15,25,375,177,198,284,133,151,147,66,81,91,45,46,45,22,23,12,8,4,11,11,0,0,0,0,82,39,43,0,0,0
TAGHRING,41,21,20,608,316,292,312,165,147,141,96,45,70,49,21,34,23,11,3,3,0,4,4,0,0,0,0,19,6,13,4,4,0
TANGRANG TAKSAR,73,39,34,602,294,308,463,221,242,197,94,103,149,87,62,61,33,28,34,25,9,6,4,2,1,1,0,190,74,116,1,0,1
TARKU,41,16,25,431,217,214,264,131,133,118,72,46,117,66,51,39,15,24,20,12,8,7,7,0,0,0,0,175,61,114,3,1,2
TARKUGHAT,90,43,47,772,370,402,431,205,226,172,81,91,196,108,88,62,33,29,18,14,4,5,3,2,2,0,2,131,62,69,9,3,6
UDIPUR,77,47,30,697,350,347,437,203,234,238,131,107,200,115,85,66,25,41,27,21,6,4,3,1,0,0,0,54,36,18,1,0,1
UTTAR KANYA,21,11,10,250,138,112,163,89,74,69,39,30,41,30,11,22,8,14,9,7,2,0,0,0,0,0,0,21,13,8,2,1,1
INSTITUTIONAL,48,32,16,348,296,52,535,499,36,386,358,28,101,88,13,80,78,2,35,33,2,6,5,1,0,0,0,3,3,0,0,0,0
