VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
FOKSINGTAR,138,234,163,56,0,1,0,32,130,0,1,0,0,1,4
GAIRI BISOUNA DEUPUR,109,1063,693,539,124,25,4,73,800,8,55,6,2,35,31
GHARTICHHAP,149,245,188,35,0,3,0,1,130,0,0,0,0,0,17
GOKULE,334,364,287,35,1,4,0,6,223,0,1,0,0,0,54
GOTHPANI,92,422,351,98,0,1,0,1,334,2,4,0,0,0,4
HOKSE BAZAR,108,859,505,599,30,29,3,38,770,4,54,8,5,25,3
JAISITHOK MANDAN,87,574,282,361,33,28,2,22,499,1,19,0,6,4,6
JYAMDI MANDAN,176,906,661,594,16,14,18,16,760,13,19,5,0,8,8
KALATI BHUMIDANDA,70,647,390,543,7,19,3,16,554,2,22,6,0,1,49
KANPUR KALAPANI,113,756,451,512,5,16,2,47,632,3,13,3,1,0,53
KATIKE DEURALI,93,567,482,181,8,12,1,2,456,0,0,0,0,0,15
KATUNJE BESI,39,451,344,272,42,15,6,8,350,1,28,5,3,14,7
KAVRE NITYA CHANDESWOR,49,961,579,719,103,60,12,44,882,6,67,18,2,13,32
KHAHARE PANGU,172,380,294,142,1,3,0,13,236,0,2,0,0,0,7
KHANALTHOK,93,973,650,572,87,31,10,84,763,13,59,5,1,46,16
KHARELTHOK,82,538,413,390,20,4,0,57,431,2,2,4,0,1,6
KHARPACHOK,106,229,151,104,2,2,0,44,135,0,5,1,0,1,0
KOLATI BHUMLU,67,245,204,46,0,0,3,3,178,0,0,0,0,0,4
KOSHIDEKHA,94,365,253,127,4,0,0,4,298,1,0,1,0,2,2
KURUWAS CHAPAKHORI,47,425,354,95,0,4,0,18,214,0,1,0,0,0,112
KUSHADEVI,66,1457,993,1293,57,110,19,121,1195,33,114,23,2,20,26
MACHCHHEGAUN,459,778,597,57,1,1,0,29,433,0,2,3,0,0,26
MADAN KUNDARI,111,364,273,99,0,7,1,10,300,1,2,1,0,1,3
MAHADEVSTHAN MANDAN,151,1648,1280,1062,133,60,12,65,1311,24,94,10,9,24,74
MAHADEVTAR,99,272,179,74,0,0,0,10,118,0,0,0,0,0,10
MAHANKAL CHAUR,193,577,402,196,9,1,0,6,456,0,5,0,0,0,17
MAHENDRA JYOTI,17,637,378,607,3,46,9,36,582,4,65,9,1,9,7
MAJHI FEDA,214,411,322,163,1,2,0,21,239,1,1,2,0,1,2
MANGALTAR,223,556,472,125,6,2,0,76,243,4,14,2,0,1,7
MATHURAPATI FULBARI,99,835,585,470,81,21,5,14,625,11,29,4,4,7,39
METHINKOT,80,919,515,493,52,10,0,14,635,8,23,0,6,3,56
MILCHE,160,287,225,44,0,2,0,25,132,0,0,3,0,0,0
NAGRE GAGARCHE,221,258,222,12,0,2,0,19,136,0,2,0,0,1,0
UGRACHANDI NALA,48,1379,651,1272,509,201,63,180,1190,35,214,65,5,54,17
NASIKASTHAN SANGA,45,1255,926,1112,464,222,49,178,1049,43,167,47,4,132,5
NAYAGAUN DEUPUR,135,807,523,256,3,21,11,8,735,6,18,2,1,1,9
PANAUTI MUNICIPALITY,131,5727,3647,5152,1287,978,296,943,5103,167,895,139,17,458,85
PANCHKHAL,169,2553,1749,1962,466,267,76,266,2278,44,281,80,6,192,44
PATALEKHET,48,741,452,467,47,32,3,17,691,10,31,5,5,4,17
POKHARI CHAURI,50,597,522,110,1,6,0,13,427,0,0,1,0,0,1
POKHARI NARAYANSTHAN,171,472,364,155,1,9,2,32,279,3,15,1,0,1,4
PURANOGAUN DAPCHA,16,401,297,316,0,4,1,6,194,1,2,1,1,0,26
RAVI OPI,23,850,615,589,51,47,14,27,733,5,74,21,1,11,50
RYALE,115,827,460,713,6,25,1,65,646,10,39,9,0,4,35
SALDHARA,187,263,177,28,1,1,0,21,161,0,1,0,1,1,11
SALLE BHUMLU,123,352,313,122,0,1,0,0,155,0,0,0,0,1,14
SALMECHAKALA (TALDHUNGA),60,252,207,33,5,4,0,31,159,0,1,0,0,1,0
SANKHUPATI CHOUR,57,665,313,565,54,27,6,36,543,6,47,12,1,8,0
SANOWANGTHALI,90,244,222,38,2,1,0,5,103,0,0,0,0,0,9
SAPING,89,640,554,305,1,6,1,5,300,1,4,1,13,1,57
SARADA BATASE,25,486,336,407,70,30,3,9,402,2,54,5,0,4,0
SARAMTHALI,50,177,100,73,7,2,0,3,149,0,0,0,0,0,12
SARASYUNKHARK,228,838,617,296,11,9,1,26,597,3,7,0,0,4,29
SATHIGHAR BHAGAWATI,80,563,379,419,17,22,5,26,470,3,27,1,0,21,7
SIKHAR AMBOTE,126,684,615,25,0,2,0,10,271,1,6,1,0,1,40
SIMALCHOUR SYAMPATI,96,716,514,454,4,12,1,11,547,1,26,0,1,2,20
SIMTHALI,48,297,270,19,1,2,0,1,120,0,0,0,0,1,5
SIPALI CHILAUNE,141,425,327,75,1,0,0,10,281,0,2,0,0,2,8
SISAKHANI,142,198,139,47,1,1,0,2,89,0,0,0,0,0,4
THULO PARSEL,84,463,312,53,0,11,0,11,407,0,2,0,0,0,31
TUKUCHA NALA,28,978,585,851,227,73,24,70,901,10,86,11,5,8,23
UGRATARA JANAGAL,96,1524,843,1302,620,318,103,224,1312,66,261,83,8,122,14
