VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
KEROUN,285,2585,1073,1621,104,49,14,21,2048,6,183,2173,16,77,56
LAKHANTARI,78,877,320,403,44,12,0,3,396,1,94,800,3,5,8
LETANG,322,4002,2391,2226,1118,292,70,553,3525,59,461,2696,18,463,35
MADHUMALLA,545,4333,2248,2070,564,170,31,141,3545,39,389,2809,16,131,49
MAHADEWA,174,953,159,306,6,3,0,4,453,10,74,921,2,0,8
MAJHARE,318,1731,341,316,108,22,9,12,756,15,112,1650,2,9,3
MATIGACHHA,216,2366,450,666,70,12,0,2,877,3,105,2262,13,2,21
MOTIPUR,70,1136,437,511,117,22,3,5,480,0,90,1044,4,6,3
MRIGAULIYA,190,3077,1420,2184,230,146,53,214,2311,17,307,2527,33,221,10
NECHA,61,763,197,315,30,4,0,7,418,0,69,724,4,2,8
PATHARI,318,5333,2252,3114,1422,491,94,630,4650,57,545,3577,24,717,73
PATIGAUN,77,361,281,130,4,3,0,1,242,0,0,1,2,0,40
POKHARIYA,68,614,87,163,24,14,0,1,280,2,34,591,5,1,0
RAJGHAT,142,2659,1195,1779,98,115,30,150,2250,11,228,2340,18,178,2
RAMITE KHOLA,165,453,359,21,0,2,0,0,357,0,10,8,1,0,0
RANGELI,369,2796,636,1395,532,47,20,181,1769,26,328,2255,65,65,4
SANISCHARE,429,5204,2677,3123,302,226,44,212,4565,47,304,4156,12,206,69
SIDHARAHA,44,884,293,354,160,11,0,1,560,3,79,852,0,1,6
SIJUWA,233,2323,1024,1452,53,38,5,61,1822,28,173,2030,12,59,3
SINHADEVI SOMBARE,142,424,313,51,0,8,0,9,357,0,8,3,0,0,0
SISABANIBADAHARA,63,1098,330,680,167,24,1,13,589,4,87,1026,13,4,36
SISAWANIJAHADA,178,1399,313,556,59,15,1,4,605,23,90,1340,7,3,9
SORABHAG,389,2062,665,969,96,30,4,40,1193,10,211,1799,13,27,23
SUNDARPUR,335,3863,2008,2877,275,199,48,233,3252,83,436,2889,43,271,114
TAKUWA,269,1485,412,766,92,15,2,4,840,14,136,1387,0,2,17
TANDI,271,1810,1172,471,45,22,2,17,1615,2,88,355,2,3,5
TANKISINUWARI,513,4385,1678,2808,742,289,53,520,3006,44,491,3107,43,339,7
TETARIYA,63,1372,565,677,174,34,4,14,940,8,155,1283,7,24,4
THALAHA,137,1575,386,736,60,10,3,2,936,3,77,1473,7,7,1
URLABARI,403,7708,3911,5906,1577,744,207,1109,6483,151,1033,5029,67,1101,54
WARANGI,298,373,322,11,0,1,0,3,237,0,4,21,0,0,8
YANGSHILA,293,1158,730,429,11,11,0,9,918,7,30,54,2,7,0
