VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
JALAPA,145,380,240,76,8,8,0,9,311,1,0,0,0,1,48
JYAMIRE,86,194,170,9,0,0,0,17,126,0,0,0,0,0,0
KAHULE,70,283,276,4,0,0,0,2,108,0,0,0,0,0,9
KHALLE,108,538,440,258,63,12,1,19,423,0,2,3,0,1,2
KHARMI,287,463,372,40,2,2,1,19,251,0,0,2,0,0,1
KHARPA,74,350,322,2,22,7,2,0,233,0,0,0,0,0,6
KHARTANCHHA,218,221,203,13,4,1,0,6,86,0,0,0,0,0,0
KHIDIMA,74,325,310,18,0,0,0,9,129,0,0,0,0,0,12
KHOTANGBAZAR,85,364,344,80,0,9,2,39,256,0,0,0,0,3,3
KUVINDE,93,287,253,3,1,1,1,3,161,0,0,1,0,0,40
LAFYANG,45,550,500,136,16,9,0,21,406,0,1,2,0,1,0
LAMIDADA,110,453,366,111,36,11,2,24,360,1,1,0,0,7,0
LICHKIRAMCHE,220,481,394,88,9,6,1,39,230,0,0,1,0,0,2
LINKUWAPOKHARI,116,331,297,13,0,0,0,7,193,0,0,0,0,0,14
MAGPA,106,330,311,8,0,2,0,11,157,0,0,0,0,0,0
MAHADEVASTHAN,157,425,380,60,13,7,2,3,291,1,8,0,0,2,1
MANGALTAR,164,262,237,2,0,1,0,2,153,0,0,0,0,0,14
MATTIM BIRTA,154,694,625,28,1,1,4,23,493,0,0,0,0,0,9
MAUWABOTE,119,157,118,6,0,0,0,8,99,0,0,0,0,0,0
NERPA,55,572,483,162,28,10,2,27,474,0,2,0,1,1,19
NIRMALIDADA,120,271,220,7,1,1,0,5,177,0,1,0,1,0,2
NUNTHALA,110,270,211,78,2,4,1,7,219,1,3,0,1,1,0
PATHEKA,313,483,436,4,4,0,0,13,212,0,1,0,0,0,0
PAUWASERA,160,235,200,8,0,0,0,10,133,0,0,0,0,0,3
PHEDI,257,389,382,11,4,0,0,15,78,0,0,0,0,0,34
R.MAHESWORI,131,343,316,12,1,3,0,13,165,0,0,0,0,0,10
RAJAPANI,152,544,413,138,3,4,0,42,338,1,0,0,0,0,11
RAKHA BANGDEL,191,344,331,20,1,2,0,32,70,0,0,0,0,0,13
RAKHA DIPSUNG,127,48,40,4,0,1,0,5,12,0,0,0,0,0,4
RATANCHHA,58,431,377,22,8,3,2,9,360,0,0,0,0,0,62
JALESWORI,129,328,322,7,0,0,0,13,95,0,0,0,0,0,11
SA.CHHITAPOKHARI,119,424,402,18,1,0,0,25,140,0,0,0,1,0,21
SALLE,113,246,200,43,0,0,0,0,96,0,0,0,0,0,0
SAPTESWOR,138,251,185,46,6,1,0,6,171,0,0,0,0,0,58
SAUNECHAUR,155,279,240,12,1,0,0,23,136,0,0,0,0,0,24
SAWAKATAHARE,216,359,337,18,0,0,0,11,161,1,0,0,0,0,5
SIMPANI,163,467,428,95,15,10,0,56,227,0,0,0,0,0,36
SUNGDEL,111,399,394,5,0,2,0,10,48,0,0,0,0,0,0
SUNTALE,174,252,237,8,0,0,0,6,61,0,0,1,0,0,0
TEMMA,229,539,434,14,0,2,0,43,300,0,0,0,0,0,9
WOPLUKHA,94,362,320,44,1,2,0,7,159,0,0,0,0,0,35
WOPUNG,162,306,275,1,0,0,0,1,154,0,0,0,0,0,38
YAMKHA,130,471,428,21,1,0,0,1,330,0,0,2,0,0,4
