VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
PIPALDANDA,787,3371,1498,1873,4.283354510800509,79.97864388681259
PISKAR,538,2286,1115,1171,4.24907063197026,95.21776259607174
RAMCHE,999,4092,2028,2064,4.096096096096096,98.25581395348837
SANGACHOK,2128,9577,4311,5266,4.50046992481203,81.86479301177364
SANUSIRUWARI,779,3274,1462,1812,4.202824133504493,80.68432671081678
SELANG,526,2613,1298,1315,4.967680608365019,98.70722433460077
SIKHARPUR,583,2564,1242,1322,4.397941680960549,93.94856278366112
SINDHUKOT,681,3125,1490,1635,4.588839941262849,91.13149847094802
SIPA POKHARE,833,3805,1787,2018,4.567827130852341,88.55302279484638
SIPAL KAVRE,608,2777,1412,1365,4.567434210526316,103.44322344322346
SUNKHANI,626,2520,1164,1356,4.02555910543131,85.84070796460178
SYAULE BAZAR,833,3630,1715,1915,4.357743097238895,89.55613577023499
TALAMARANG,716,3141,1487,1654,4.386871508379889,89.90326481257557
TATOPANI,1733,6774,3512,3262,3.9088286208886323,107.66400980993257
TAUTHALI,776,2762,1255,1507,3.5592783505154637,83.27803583278036
TEKANPUR,422,1609,769,840,3.8127962085308056,91.54761904761905
THAKANI,718,3439,1563,1876,4.789693593314763,83.31556503198294
THAMPAL CHHAP,822,3510,1763,1747,4.2700729927007295,100.91585575271895
THANGPALKOT,653,2635,1274,1361,4.035222052067382,93.60764144011756
THOKARPA,1036,4373,1992,2381,4.221042471042471,83.66232675346494
THULO DHADING,509,2115,1012,1103,4.155206286836935,91.74977334542159
THULO PAKHAR,758,2909,1342,1567,3.837730870712401,85.64135290363753
THULO SIRUBARI,1331,5987,2632,3355,4.498121712997746,78.45007451564828
THUM PAKHAR,997,3643,1600,2043,3.653961885656971,78.31620166421929
YAMUNADANDA,393,1507,720,787,3.8346055979643765,91.4866581956798
