VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
FALAMKHANI,0,0,0,266,136,130,159,87,72,57,26,31,30,22,8,13,5,8,2,2,0,0,0,0,2,1,1,6,3,3,7,3,4
FALEBAS DEVISTHAN,25,13,12,614,309,305,409,186,223,278,115,163,461,236,225,191,110,81,41,27,14,23,21,2,3,2,1,199,83,116,2,0,2
FULEBAS KHANIGAUN,24,13,11,432,213,219,272,123,149,176,75,101,237,118,119,78,42,36,27,21,6,12,11,1,2,0,2,89,41,48,0,0,0
HOSRANGDI,34,19,15,436,208,228,279,123,156,163,83,80,103,61,42,39,21,18,13,9,4,0,0,0,0,0,0,47,32,15,2,0,2
HUWAS,104,64,40,1163,551,612,740,337,403,493,223,270,418,198,220,159,82,77,40,25,15,12,10,2,3,1,2,258,159,99,5,1,4
KARKINETA,16,8,8,391,189,202,243,115,128,207,97,110,195,104,91,64,39,25,18,11,7,10,7,3,0,0,0,94,41,53,3,3,0
KATUWA CHAUPARI,34,17,17,408,211,197,232,92,140,165,81,84,309,151,158,113,58,55,69,45,24,15,15,0,0,0,0,18,8,10,37,19,18
KHAULA LAKURI,96,50,46,447,183,264,291,120,171,188,95,93,183,77,106,42,29,13,8,5,3,5,2,3,0,0,0,3,1,2,4,3,1
KHURKOT,15,5,10,973,450,523,511,225,286,343,154,189,432,227,205,164,97,67,59,44,15,12,11,1,6,2,4,149,73,76,2,1,1
KURGHA,29,15,14,629,319,310,469,226,243,336,160,176,337,168,169,105,65,40,31,21,10,9,8,1,2,2,0,195,73,122,11,5,6
KYANG,41,25,16,545,269,276,295,148,147,167,91,76,63,32,31,25,12,13,8,5,3,2,2,0,0,0,0,4,2,2,12,7,5
LEKHFANT,48,25,23,575,286,289,365,187,178,207,92,115,234,131,103,85,44,41,15,11,4,9,8,1,1,1,0,122,63,59,1,0,1
LIMITHANA,27,18,9,306,132,174,207,88,119,147,72,75,188,82,106,53,38,15,17,12,5,1,1,0,0,0,0,26,13,13,2,0,2
LUNKHU DEURALI,35,25,10,468,227,241,305,132,173,223,106,117,246,122,124,53,24,29,22,18,4,12,11,1,1,0,1,3,3,0,26,14,12
MAJHPHANT MALLAJ,238,121,117,2095,1055,1040,1187,595,592,812,393,419,569,289,280,284,140,144,122,81,41,42,35,7,0,0,0,37,21,16,14,5,9
MUDIKUWA,55,28,27,354,157,197,237,97,140,159,72,87,284,137,147,112,64,48,26,14,12,13,12,1,0,0,0,113,38,75,12,7,5
NAGLIWANG,67,36,31,631,318,313,410,196,214,263,137,126,232,119,113,63,36,27,12,9,3,3,3,0,0,0,0,72,46,26,3,1,2
PAKHAPANI,62,26,36,636,340,296,360,159,201,189,79,110,207,100,107,36,22,14,10,10,0,2,2,0,0,0,0,47,23,24,1,0,1
PAKUWA,81,43,38,474,239,235,316,157,159,170,79,91,249,122,127,42,26,16,33,23,10,5,5,0,0,0,0,76,34,42,1,0,1
PANG,110,58,52,1147,555,592,636,273,363,325,148,177,372,206,166,127,75,52,56,43,13,14,11,3,2,0,2,145,73,72,5,1,4
PANGRANG,29,14,15,641,304,337,371,173,198,205,86,119,166,85,81,37,23,14,12,10,2,2,1,1,4,2,2,7,2,5,1,1,0
RAMJA DEURALI,28,13,15,426,208,218,257,124,133,159,85,74,247,122,125,66,38,28,21,16,5,5,5,0,0,0,0,29,18,11,3,1,2
SALIGRAM,76,49,27,704,364,340,434,185,249,257,113,144,251,118,133,94,37,57,17,13,4,7,7,0,0,0,0,1,0,1,4,4,0
SALIJA,12,9,3,605,332,273,357,164,193,172,82,90,230,104,126,56,29,27,21,17,4,7,6,1,0,0,0,79,28,51,2,2,0
SARAUKHOLA,72,36,36,514,219,295,350,163,187,228,112,116,151,79,72,71,35,36,20,16,4,0,0,0,0,0,0,80,53,27,4,1,3
SHANKAR POKHARI,139,67,72,801,337,464,535,204,331,354,155,199,425,226,199,142,83,59,48,38,10,12,12,0,0,0,0,142,83,59,0,0,0
SHIVALAYA,449,261,188,2840,1416,1424,1839,840,999,1410,689,721,1683,845,838,856,472,384,374,246,128,156,126,30,2,0,2,109,57,52,49,20,29
TAKLAK,17,12,5,347,167,180,208,79,129,128,66,62,123,60,63,48,22,26,15,9,6,1,1,0,0,0,0,3,1,2,4,1,3
THANA MAULO,27,18,9,319,153,166,209,99,110,131,57,74,106,60,46,31,18,13,5,4,1,3,2,1,0,0,0,50,21,29,0,0,0
THAPATHANA,129,72,57,548,263,285,473,214,259,278,118,160,372,185,187,74,37,37,18,17,1,0,0,0,0,0,0,223,100,123,2,1,1
THULI POKHARI,45,22,23,474,220,254,360,145,215,233,91,142,268,145,123,89,55,34,31,26,5,15,12,3,0,0,0,105,43,62,0,0,0
TILAHAR,97,50,47,1130,565,565,707,309,398,420,186,234,492,249,243,176,92,84,30,22,8,8,6,2,0,0,0,196,78,118,2,1,1
TRIBENI,67,48,19,531,272,259,302,122,180,250,118,132,210,96,114,75,36,39,32,14,18,10,8,2,0,0,0,7,3,4,8,6,2
URAMPOKHARA,15,9,6,678,360,318,386,154,232,205,91,114,259,128,131,93,29,64,24,17,7,7,7,0,1,1,0,111,56,55,7,3,4
INSTITUTIONAL,19,17,2,177,168,9,222,210,12,144,137,7,144,140,4,35,33,2,20,20,0,5,5,0,0,0,0,0,0,0,0,0,0
