VDC/MUNICIPALITY,TAP_PIPED,TUBEWELL,COVERED_WELL,UNCOVERED_WELL,SPOUT_WATER,RIVER_STREAM,OTHERS,NOT_STATED
MAINASAHASRABAHU,2,763,2,5,0,0,0,7
MALEKPUR,2,1245,3,6,1,0,0,1
MALETH,22,1062,3,14,0,0,2,39
MALHANAMA,1,755,1,8,0,0,0,17
MALHANIYA,7,1538,1,2,0,0,7,3
MANRAJA,241,617,0,41,2,0,0,1
MAUWAHA,1,861,1,2,0,0,3,16
MOHANPUR,5,1110,9,2,2,0,1,9
NARDHO,9,1286,3,4,3,0,2,4
NEGADA,3,659,3,33,0,27,161,3
ODRAHA,0,963,3,4,0,0,0,7
PAKARI,17,1042,3,9,0,0,5,56
PANSERA,2,906,1,28,0,0,0,16
PATERWA,2,742,1,1,0,2,0,10
PATO,4,1001,3,42,2,0,25,1
PATTHARGADA,42,902,6,1,0,0,15,9
PIPRA PURBA,3,807,0,0,0,0,3,6
PIPRA PASCHIM,7,796,3,57,0,0,0,9
PORTAHA,0,972,0,1,2,0,1,10
PRASABANI,31,1057,3,39,0,1,89,6
RAJBIRAJ MUNICIPALITY,867,6688,28,18,8,8,5,121
RAMNAGAR,1,427,0,1,0,0,34,7
RAMPURAMALHANIYA,2,1175,0,4,1,0,1,2
RAMPURJAMUWA,1,750,1,1,0,0,0,2
RAUTAHAT,4,647,1,0,0,0,4,4
RAYAPUR,2,1864,2,22,2,0,0,4
RUPNAGAR,13,1014,0,4,19,0,8,5
SAMBHUNATH,21,1217,2,19,0,0,3,16
SANKARPURA,4,760,0,14,0,0,0,7
SARASWOR,3,916,0,0,0,0,0,25
SIMRAHA SIGIYOUN,5,1059,3,2,0,0,1,12
SISWA BEIHI,8,1103,3,13,1,0,0,13
SITAPUR,7,784,1,38,0,0,11,2
TARAHI,3,783,4,3,0,0,0,51
TERAHAUTA,7,962,2,60,1,0,8,15
THELIYA,3,1184,5,5,1,0,1,3
TIKULIYA,0,641,2,2,0,0,0,11
TILATHI,0,639,0,1,0,0,0,5
TRIKAULA,1,828,1,3,0,0,79,7
TOTAL,2009,114247,322,1337,90,108,1310,1641
