VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
DIBYANAGAR,226,133,93,1855,943,912,1478,698,780,927,448,479,792,414,378,437,219,218,119,83,36,30,24,6,10,4,6,253,101,152,12,3,9
FULBARI,111,67,44,759,370,389,633,281,352,406,192,214,465,271,194,283,154,129,86,58,28,20,15,5,4,0,4,251,92,159,8,5,3
GARDI,133,72,61,2376,1140,1236,1539,698,841,743,357,386,589,330,259,225,117,108,62,38,24,9,9,0,3,1,2,305,138,167,23,9,14
GITANAGAR,309,179,130,2927,1458,1469,2137,974,1163,1464,715,749,1571,822,749,857,473,384,349,234,115,95,73,22,11,11,0,647,293,354,34,21,13
GUNJANAGAR,437,243,194,3402,1685,1717,2645,1200,1445,1577,758,819,1325,668,657,672,348,324,203,131,72,53,38,15,12,5,7,598,291,307,18,10,8
JAGATPUR,393,211,182,3218,1612,1606,1896,904,992,864,431,433,641,346,295,306,163,143,81,54,27,14,11,3,7,3,4,391,190,201,13,6,7
JUTPANI,388,211,177,3671,1909,1762,2465,1156,1309,1271,608,663,1037,556,481,595,327,268,192,113,79,45,38,7,8,5,3,368,183,185,28,15,13
KABILAS,146,85,61,2148,1148,1000,769,407,362,303,186,117,150,88,62,63,35,28,15,10,5,5,5,0,0,0,0,303,143,160,2,1,1
KATHAR,169,95,74,2223,1103,1120,1626,743,883,916,468,448,711,379,332,357,185,172,94,52,42,12,7,5,7,4,3,212,92,120,5,3,2
KAULE,176,94,82,1730,1022,708,349,201,148,75,52,23,62,33,29,41,24,17,4,3,1,0,0,0,1,0,1,204,114,90,4,2,2
KHAIRAHANI,312,158,154,4153,2209,1944,3666,1788,1878,2452,1254,1198,2133,1138,995,1505,767,738,470,271,199,145,105,40,8,5,3,802,325,477,55,30,25
KORAK,269,131,138,2291,1303,988,546,277,269,107,52,55,58,45,13,25,16,9,2,0,2,0,0,0,6,3,3,406,233,173,19,8,11
KUMROJ,57,36,21,1950,1007,943,1378,688,690,683,338,345,602,328,274,304,158,146,69,46,23,16,13,3,3,1,2,186,84,102,8,3,5
LOTHAR,178,85,93,1559,918,641,113,72,41,20,13,7,20,18,2,7,5,2,2,2,0,0,0,0,0,0,0,254,123,131,6,3,3
MADI KALYANPUR,115,68,47,1858,891,967,1179,502,677,613,300,313,398,242,156,145,84,61,51,42,9,3,3,0,0,0,0,357,174,183,2,2,0
MANGALPUR,396,208,188,4782,2496,2286,3280,1571,1709,1690,804,886,1541,799,742,888,484,404,298,189,109,141,118,23,6,4,2,693,340,353,97,47,50
MEGHAULI,509,279,230,3425,1732,1693,2503,1114,1389,1292,600,692,930,475,455,347,175,172,88,56,32,25,20,5,11,9,2,627,316,311,61,33,28
PADAMPUR,398,210,188,3732,1975,1757,2491,1270,1221,1065,549,516,822,448,374,382,228,154,129,84,45,26,21,5,20,9,11,561,276,285,9,5,4
PARBATIPUR,132,79,53,1431,713,718,1182,528,654,748,353,395,534,307,227,270,137,133,80,47,33,27,20,7,11,6,5,244,100,144,24,12,12
PATIHANI,207,111,96,2718,1371,1347,1844,855,989,1288,640,648,929,479,450,512,299,213,177,125,52,36,31,5,8,5,3,526,232,294,7,4,3
PIPLE,481,272,209,4161,2178,1983,2373,1203,1170,964,460,504,914,475,439,452,240,212,98,62,36,31,28,3,8,4,4,590,298,292,39,20,19
PITHUWA,164,91,73,2680,1330,1350,1986,924,1062,1158,565,593,1276,662,614,728,369,359,246,146,100,49,39,10,6,5,1,623,322,301,10,5,5
RATNANAGAR MUNICIPALITY,934,502,432,9614,5050,4564,7247,3506,3741,4228,2062,2166,4821,2571,2250,3246,1681,1565,1267,813,454,406,309,97,48,22,26,2050,962,1088,202,99,103
SARADANAGAR,199,97,102,2625,1310,1315,2094,970,1124,1212,590,622,1206,656,550,599,299,300,228,126,102,53,32,21,14,7,7,536,184,352,14,3,11
SHAKTIKHOR,264,144,120,3048,1661,1387,1079,548,531,396,198,198,308,177,131,126,69,57,32,25,7,10,7,3,8,3,5,378,179,199,54,30,24
SIBANAGAR,228,106,122,1751,854,897,1298,578,720,722,337,385,770,394,376,444,231,213,130,84,46,40,34,6,7,2,5,327,156,171,6,3,3
SIDDI,190,88,102,1147,654,493,182,116,66,52,34,18,26,15,11,8,8,0,0,0,0,0,0,0,3,2,1,273,159,114,1,0,1
SUKRANAGAR,218,124,94,1695,869,826,1430,643,787,956,471,485,681,350,331,335,152,183,83,53,30,33,32,1,2,0,2,230,127,103,7,4,3
INSTITUTIONAL,60,34,26,1643,1300,343,3024,2656,368,1245,1053,192,2129,1745,384,1092,804,288,153,125,28,59,29,30,8,8,0,364,355,9,9,8,1
