VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
RARALIHI,194,106,88,603,327,276,190,147,43,58,51,7,60,44,16,27,25,2,6,6,0,0,0,0,1,1,0,19,8,11,0,0,0
MAHABAIPATHARKHOLA,118,56,62,859,448,411,283,169,114,111,87,24,126,91,35,34,25,9,8,8,0,1,1,0,0,0,0,74,32,42,0,0,0
MAHAT,138,74,64,718,380,338,459,285,174,276,169,107,371,214,157,186,129,57,142,120,22,25,24,1,1,0,1,49,14,35,2,2,0
MALIKABOTA,89,46,43,461,279,182,153,107,46,60,46,14,51,43,8,15,12,3,7,6,1,1,0,1,1,1,0,11,4,7,0,0,0
MALIKATHANTA,298,138,160,875,512,363,294,220,74,95,73,22,75,64,11,31,30,1,9,8,1,1,1,0,1,0,1,37,19,18,0,0,0
NARAKOT,99,50,49,1071,628,443,349,233,116,145,111,34,142,105,37,51,43,8,13,12,1,2,2,0,0,0,0,54,24,30,0,0,0
PANDAWAGUFA,121,58,63,928,514,414,302,210,92,143,108,35,165,126,39,42,32,10,13,12,1,3,3,0,2,2,0,130,79,51,3,1,2
PATARASI,191,114,77,743,507,236,202,164,38,68,57,11,46,40,6,12,12,0,6,6,0,0,0,0,1,0,1,1,1,0,1,0,1
PATMARA,188,99,89,780,461,319,354,216,138,139,99,40,161,121,40,42,40,2,3,3,0,1,1,0,0,0,0,11,3,8,0,0,0
SANIGAUN,330,159,171,936,567,369,416,304,112,121,97,24,179,150,29,81,69,12,18,16,2,4,4,0,0,0,0,121,43,78,2,1,1
TALIUM,72,37,35,1120,576,544,526,298,228,226,167,59,217,155,62,64,50,14,21,21,0,1,1,0,4,0,4,5,1,4,5,2,3
TAMTI,107,63,44,1097,637,460,313,238,75,151,109,42,110,78,32,36,30,6,7,5,2,1,1,0,0,0,0,7,1,6,4,1,3
TATOPANI,141,76,65,1380,726,654,420,306,114,172,127,45,128,109,19,68,51,17,15,14,1,4,3,1,1,1,0,9,5,4,3,1,2
INSTITUTIONAL,7,3,4,152,136,16,469,447,22,318,287,31,290,248,42,135,133,2,34,32,2,4,4,0,2,2,0,3,1,2,0,0,0
